,drugname_brand,drugname_generic,claim_count,total_spending,user_count,total_spending_per_user,unit_count,unit_cost_wavg,user_count_non_lowincome,out_of_pocket_avg_non_lowincome,user_count_lowincome,out_of_pocket_avg_lowincome
53,ADDERALL,DEXTROAMPHETAMINE/AMPHETAMINE,4952,1308012.9,1905.0,686.62094488,379367.0,3.4483387684,479.0,207.43768267,1426.0,8.7451893408
54,ADDERALL XR,DEXTROAMPHETAMINE/AMPHETAMINE,48889,14760082.94,12740.0,1158.5622402,2253296.0,6.555881881,2835.0,224.98941093,9905.0,14.873809187
55,ADIPEX-P,PHENTERMINE HCL,21,1237.6,,,572.0,2.1744801648,,,,
56,ADOXA,DOXYCYCLINE MONOHYDRATE,142,95472.84,105.0,909.26514286,4286.0,22.066438374,59.0,117.93677966,46.0,3.5326086957
57,ADRENACLICK,EPINEPHRINE,39,5941.95,35.0,169.77,67.0,88.685820896,,,,
58,ADRENALIN CHLORIDE,EPINEPHRINE,149,1098.5,137.0,8.0182481752,617.0,3.110217682,65.0,7.7984615385,72.0,1.56
59,ADRENALIN CHLORIDE,EPINEPHRINE HCL,15,417.02,14.0,29.787142857,475.0,0.8779368421,,,,
60,ADRIAMYCIN,DOXORUBICIN HCL,180,23401.21,73.0,320.56452055,7872.0,15.087081534,36.0,48.552777778,37.0,2.0318918919
61,ADRUCIL,FLUOROURACIL,25,728.06,17.0,42.827058824,1340.0,0.5433283582,,,,
62,ADVAIR DISKUS,FLUTICASONE/SALMETEROL,6168173,1664865680.5,1402405.0,1187.1504169,436747918.13,3.8138680831,664800.0,229.50391736,737605.0,20.521865389
63,ADVAIR HFA,FLUTICASONE/SALMETEROL,252981,68631288.46,74061.0,926.68595428,3465654.171,19.804599114,34626.0,183.27406024,39435.0,15.387088627
64,ADVANCED AM/PM,OM-3/CALCIUM/D3/FA/MV CMB 13,22,1239.38,,,3420.0,0.3623918129,,,,
65,ADVICOR,NIACIN/LOVASTATIN,33250,7221493.71,7251.0,995.93072818,1908640.0,3.7901680075,5810.0,355.3086747,1441.0,24.769736294
66,AEROBID,FLUNISOLIDE,149,13824.85,123.0,112.39715447,1120.0,12.343616071,59.0,78.882881356,64.0,7.6
67,AEROBID-M,FLUNISOLIDE/MENTHOL,61,5512.42,50.0,110.2484,449.0,12.277104677,27.0,78.891111111,23.0,5.5265217391
68,AFEDITAB CR,NIFEDIPINE,60897,2155902.17,13102.0,164.54756297,2482808.0,0.859999115,6900.0,35.672172464,6202.0,5.9345307965
69,AFINITOR,EVEROLIMUS,6076,45140530.91,1573.0,28697.095302,179682.0,251.57942972,953.0,2364.9990031,620.0,59.493370968
70,AGGRENOX,ASPIRIN/DIPYRIDAMOLE,1089190,270984006.93,176897.0,1531.8745198,78957696.009,3.4320151249,101170.0,382.02940516,75727.0,32.250166123
71,AGRYLIN,ANAGRELIDE HCL,354,273011.32,69.0,3956.6857971,43247.0,6.3128383472,38.0,671.24,31.0,23.801935484
72,A-HYDROCORT,HYDROCORTISONE SOD SUCCINATE,11,372.1,,,228.0,1.6320175439,,,,
73,AIMSCO MINI ULTRA-THIN II,"PEN NEEDLE, DIABETIC",61,1227.88,48.0,25.580833333,6660.0,0.1843663664,24.0,20.285416667,24.0,2.8904166667
74,AIMSCO ULTRA THIN II,"PEN NEEDLE, DIABETIC",1000,25200.84,444.0,56.758648649,122500.0,0.205630228,152.0,32.119605263,292.0,6.1719178082
75,AKNE-MYCIN,ERYTHROMYCIN BASE,687,84766.08,533.0,159.03579737,22028.45,3.8480274372,333.0,73.135525526,200.0,5.019
76,AKORN BALANCED SALT,BALANCED SALT IRRIG SOLN NO.2,11,288.93,,,381.0,0.7583464567,,,,
77,AK-PENTOLATE,CYCLOPENTOLATE HCL,730,6893.65,563.0,12.244493783,2019.0,3.414388311,369.0,7.1941734417,194.0,1.993556701
78,AK-POLY-BAC,BACITRACIN/POLYMYXIN B SULFATE,9012,218612.24,5486.0,39.849114109,32923.875,6.6399304456,2496.0,11.140729167,2990.0,1.3611906355
79,AKTEN,LIDOCAINE HCL/PF,12,610.36,,,413.5,1.4760822249,,,,
80,ALA-CORT,HYDROCORTISONE,11,102.84,11.0,9.3490909091,498.2,0.2189351754,,,,
81,ALAMAST,PEMIROLAST POTASSIUM,2392,275773.85,956.0,288.46637029,26180.0,10.533760504,444.0,121.66684685,512.0,8.7337109375
82,ALA-SCALP,HYDROCORTISONE,91,2718.2,62.0,43.841935484,2992.8,0.9082464582,44.0,22.608636364,18.0,4.6888888889
83,ALBENZA,ALBENDAZOLE,2072,175349.48,1418.0,123.65971791,67644.0,2.5922399622,776.0,38.980257732,642.0,5.8627102804
84,ALBUMIN (HUMAN),ALBUMIN HUMAN,15,4797.73,,,4130.0,1.5005755014,,,,
85,ALBUMINAR-25,ALBUMIN HUMAN,43,29829.5,15.0,1988.6333333,16400.0,1.8188719512,,,,
86,ALBURX,ALBUMIN HUMAN,45,16210.84,14.0,1157.9171429,9895.0,1.9510593827,,,,
87,ALBUTEROL SULFATE,ALBUTEROL SULFATE,1020652,18734151.66,298242.0,62.81526968,117281704.2,0.1942663287,64973.0,20.374150032,233269.0,1.1160533976
88,ALCAINE,PROPARACAINE HCL,15,533.03,,,225.0,2.3690222222,,,,
89,ALCLOMETASONE DIPROPIONATE,ALCLOMETASONE DIPROPIONATE,34197,1100650.3,22196.0,49.587777077,1412621.18,0.7783342779,15877.0,11.846806072,6319.0,2.307998101
90,ALCOHOL PADS,ALCOHOL ANTISEPTIC PADS,278,2833.7,135.0,20.99037037,29100.0,0.0973780069,12.0,3.2925,123.0,2.9287804878
91,ALCOHOL PREP PADS,ALCOHOL ANTISEPTIC PADS,90422,506206.54,29603.0,17.099839205,9785478.0,0.0517303846,4977.0,4.3939361061,24626.0,4.1568695687
92,ALCOHOL PREP SWABS,ALCOHOL ANTISEPTIC PADS,4815,17373.03,1929.0,9.0062363919,535300.0,0.0324547543,451.0,2.9479379157,1478.0,3.6737415426
93,ALCOHOL SWAB,ALCOHOL ANTISEPTIC PADS,33,127.28,25.0,5.0912,4801.0,0.0265111435,12.0,1.1483333333,13.0,2.5238461538
94,ALCOHOL SWABS,ALCOHOL ANTISEPTIC PADS,88846,338610.58,33211.0,10.19573575,9806995.1,0.0345274548,5009.0,3.5171950489,28202.0,3.7217644139
95,ALCOHOL WIPES,ALCOHOL ANTISEPTIC PADS,1836,5890.67,655.0,8.993389313,203462.0,0.0289521876,71.0,4.0467605634,584.0,3.7843321918
96,"ALCOHOL,DEHYDRATED",ETHYL ALCOHOL,33,2195.48,,,2409.0,0.9113657119,,,,
97,ALDACTAZIDE,SPIRONOLACT/HYDROCHLOROTHIAZID,5055,406971.36,1318.0,308.77948407,244424.5,1.6761648169,877.0,178.31540479,441.0,18.812131519
98,ALDACTONE,SPIRONOLACTONE,3624,292484.43,960.0,304.67128125,213002.0,1.3248610089,646.0,176.75072755,314.0,13.448694268
99,ALDARA,IMIQUIMOD,3739,1333907.72,2490.0,535.70591165,61004.25,21.865816234,1486.0,105.3072611,1004.0,7.1582071713
100,ALDEX D,PHENYLEPHRINE/PYRILAMINE,50,3880.39,43.0,90.241627907,7330.0,0.5293847203,,,,
101,ALDEX-CT,PHENYLEPHRINE/DIPHENHYDRAMINE,79,7985.34,58.0,137.67827586,3237.0,2.4668952734,29.0,79.124482759,29.0,7.8944827586
102,ALENDRONATE SODIUM,ALENDRONATE SODIUM,9685594,154633135.69,1868915.0,82.739523034,61719800.123,2.6012843715,1199715.0,38.774500686,669200.0,6.9661016139
103,ALFUZOSIN HCL ER,ALFUZOSIN HCL,89235,7817604.22,39922.0,195.82195832,4324809.0,1.8076183757,30634.0,63.961611608,9288.0,3.744829888
104,ALICLEN,SALICYLIC ACID,901,41277.88,446.0,92.551300448,165583.0,0.2492881516,330.0,15.504151515,116.0,2.6892241379
105,ALI-FLEX,ACETAMINOPHEN/PHENYLTOLX,343,5870.24,152.0,38.62,19531.0,0.3005601352,92.0,16.877717391,60.0,4.3073333333
106,ALIMTA,PEMETREXED DISODIUM,1070,4973476.66,207.0,24026.457295,4709.0,1749.7031885,86.0,1494.5769767,121.0,111.6807438
107,ALINIA,NITAZOXANIDE,4343,1639899.99,3385.0,484.46085377,94388.0,20.165218161,2101.0,99.912094241,1284.0,7.6362694704
108,ALKERAN,MELPHALAN,521,92879.77,206.0,450.8726699,13049.0,7.1177691777,132.0,146.80628788,74.0,10.883918919
109,ALLEGRA,FEXOFENADINE HCL,7144,561895.46,3920.0,143.34067857,476778.1,1.8673771546,1805.0,71.871279778,2115.0,6.2052624113
110,ALLEGRA ODT,FEXOFENADINE HCL,61,6668.48,44.0,151.55636364,3799.0,1.7553250855,16.0,58.245625,28.0,8.1539285714
111,ALLEGRA-D 12 HOUR,FEXOFENADINE/PSEUDOEPHEDRINE,2980,336017.34,1888.0,177.97528602,159424.0,2.1076960809,767.0,76.45208605,1121.0,6.677823372
112,ALLEGRA-D 24 HOUR,FEXOFENADINE/PSEUDOEPHEDRINE,7745,1059767.05,5062.0,209.35737851,248377.0,4.2667680582,1685.0,80.237958457,3377.0,6.9379893397
113,ALLERX 10,PSEUDOEPHEDRIN/METHSCOP/CPM/PE,13,9852.82,11.0,895.71090909,1080.0,9.1229814815,,,,
114,ALLERX 30,PSEUDOEPHEDRIN/METHSCOP/CPM/PE,19,17897.96,16.0,1118.6225,1980.0,9.0393737374,16.0,,0.0,
115,ALLERX DF,CHLORPHENIRAMINE/METHSCOPOLAMN,48,20742.54,40.0,518.5635,2380.0,8.7153529412,,,,
116,ALLERX DF 30,CHLORPHENIRAMINE/METHSCOPOLAMN,35,19255.24,31.0,621.13677419,2460.0,7.8273333333,,,,
117,ALLERX PE,CHLOR-MAL/PHENYLEPH/METHSCOP,86,34245.88,67.0,511.13253731,3570.0,9.5926834734,49.0,108.49489796,18.0,7.2166666667
118,ALLOPURINOL,ALLOPURINOL,6132082,45883713.28,1144203.0,40.10102515,326729095.66,0.14298282,756746.0,26.607506323,387457.0,7.2077517247
119,ALOCRIL,NEDOCROMIL SODIUM,4781,534697.19,2278.0,234.72220808,28100.0,19.028369751,1289.0,68.659286268,989.0,8.4160262892
120,ALOMIDE,LODOXAMIDE TROMETHAMINE,1310,140994.8,615.0,229.2598374,14905.0,9.4595639047,333.0,121.0651952,282.0,7.3503900709
121,ALOQUIN,IODOQUINOL/ALOE POLYSACCHAR #1,116,18059.96,83.0,217.58987952,7200.0,2.5083277778,53.0,56.292641509,30.0,3.097
122,ALORA,ESTRADIOL,11302,775349.43,2865.0,270.6280733,112437.0,6.8973801476,1683.0,176.1135413,1182.0,14.878688663
123,ALOXI,PALONOSETRON HCL,2003,1458210.24,537.0,2715.4753073,18950.0,76.950408443,226.0,272.16752212,311.0,17.97681672
124,ALPHAGAN P,BRIMONIDINE TARTRATE,826128,94131502.62,204217.0,460.93862225,7118076.209,13.214835783,117019.0,163.56698254,87198.0,17.292714053
125,ALPRAZOLAM,ALPRAZOLAM,1305191,11859288.97,263892.0,44.939933647,82804155.5,0.1422563915,208872.0,16.857936487,55020.0,11.801244638
126,ALPRAZOLAM ER,ALPRAZOLAM,4949,271650.41,1117.0,243.19642793,263082.0,1.0440649709,918.0,44.488562092,199.0,32.345427136
127,ALPRAZOLAM INTENSOL,ALPRAZOLAM,20,1237.1,17.0,72.770588235,600.0,2.0618333333,,,,
128,ALPRAZOLAM ODT,ALPRAZOLAM,711,74631.57,253.0,294.98644269,45911.0,1.6088512534,215.0,29.10972093,38.0,21.854210526
129,ALPRAZOLAM XR,ALPRAZOLAM,4081,260041.4,929.0,279.9153929,213455.0,1.2486468042,765.0,48.77551634,164.0,37.438780488
130,ALPROSTADIL,ALPROSTADIL,145,17677.29,72.0,245.51791667,1005.295,17.588327443,,,,
131,ALREX,LOTEPREDNOL ETABONATE,92139,12083499.26,45319.0,266.63208058,604338.94,19.994573343,23686.0,77.898406654,21633.0,7.4297827393
132,ALTABAX,RETAPAMULIN,12484,1415411.36,8548.0,165.58392139,245846.5,5.7572971753,5010.0,68.380433134,3538.0,6.5834821933
133,ALTACE,RAMIPRIL,16484,2308917.87,3941.0,585.87106572,908213.0,2.5355351273,2594.0,265.84132228,1347.0,21.361403118
134,ALTAVERA,LEVONORGESTREL-ETHIN ESTRADIOL,759,24124.84,206.0,117.11087379,27916.0,0.8641940106,17.0,33.484705882,189.0,3.7865079365
135,ALTOPREV,LOVASTATIN,6595,2732290.51,1640.0,1666.0307988,284431.5,9.6199108106,979.0,355.62514811,661.0,20.910574887
136,ALVESCO,CICLESONIDE,17466,3614502.12,5338.0,677.12666167,146720.4,24.636935026,3549.0,226.06180051,1789.0,13.849530464
137,AMANTADINE,AMANTADINE HCL,347791,11878529.9,65005.0,182.7325575,29189955.811,0.4686158797,31442.0,50.050669169,33563.0,5.6890900694
138,AMARYL,GLIMEPIRIDE,9984,865527.18,2522.0,343.19079302,642179.0,1.3462046231,1523.0,152.792239,999.0,15.772272272
139,AMBIEN,ZOLPIDEM TARTRATE,40793,8160743.5,10506.0,776.76979821,1405003.0,5.8082882209,5347.0,207.32397232,5159.0,16.361137817
140,AMBIEN CR,ZOLPIDEM TARTRATE,72851,14586579.45,20332.0,717.41980376,2452986.0,5.9471779504,9432.0,211.1110528,10900.0,14.776187156
141,AMBISOME,AMPHOTERICIN B LIPOSOME,194,543310.38,52.0,10448.276538,22284.205,24.380963108,26.0,667.23192308,26.0,16.367307692
142,AMCINONIDE,AMCINONIDE,8578,509625.85,4437.0,114.85820374,999665.316,0.5431173316,3159.0,18.732510288,1278.0,3.510485133
143,AMERGE,NARATRIPTAN HCL,1437,450899.44,416.0,1083.8928846,15818.0,28.504144424,212.0,252.20004717,204.0,13.544166667
144,A-METHAPRED,METHYLPREDNISOLONE SOD SUCC,3862,54006.03,2441.0,22.124551413,28180.13,2.2297897348,527.0,8.2767172676,1914.0,0.3607523511
145,AMETHIA,L-NORGEST/E.ESTRADION-E.ESTRAD,620,133300.55,491.0,271.48788187,56387.0,2.3640298296,27.0,69.337777778,464.0,1.891875
146,AMETHYST,LEVONORGESTREL-ETHIN ESTRADIOL,371,24054.34,117.0,205.59264957,13580.0,1.7713063328,13.0,59.283846154,104.0,4.5967307692
147,AMEVIVE,ALEFACEPT,93,399178.07,22.0,18144.457727,338.0,1181.0002071,,,,
148,AMICAR,AMINOCAPROIC ACID,807,366631.83,427.0,858.62255269,85530.0,4.8507703191,280.0,198.1625,147.0,5.1612244898
149,AMIKACIN SULFATE,AMIKACIN SULFATE,6406,330945.01,2834.0,116.77664432,647657.852,0.5154975251,498.0,61.028614458,2336.0,1.0783518836
150,AMILORIDE HCL,AMILORIDE HCL,68004,4176765.97,13261.0,314.96613905,4521275.063,0.9238026689,8615.0,81.311307023,4646.0,8.543727938
151,AMILORIDE-HYDROCHLOROTHIAZIDE,AMILORIDE/HYDROCHLOROTHIAZIDE,127044,930817.45,24314.0,38.283188698,6351558.0,0.1465494687,18499.0,26.998270717,5815.0,9.0493895099
152,AMINOCAPROIC ACID,AMINOCAPROIC ACID,5145,1295929.61,2360.0,549.1227161,784357.504,1.895381191,1618.0,65.753912237,742.0,5.9486927224
153,AMINOPHYLLINE,AMINOPHYLLINE,3761,31138.5,811.0,38.395191122,376616.5,0.0839544213,461.0,20.005726681,350.0,5.7362857143
154,AMINOSYN,PARENTERAL AMINO ACID 10% NO.2,16,1221.19,,,39956.0,0.0305633697,,,,
155,AMINOSYN II,PARENTERAL AMINO ACID 10% NO.1,148,17619.78,,,720009.08,0.0244716081,,,,
156,AMINOSYN II,PARENTERAL AMINO ACID 15% NO.2,229,20919.17,40.0,522.97925,622782.654,0.0335898405,,,,
157,AMIODARONE HCL,AMIODARONE HCL,1715690,38360604.8,366216.0,104.7485768,76541441.617,0.5018170096,235684.0,37.541790788,130532.0,6.5928988294
158,AMITIZA,LUBIPROSTONE,356635,82464650.42,86063.0,958.18935454,21441148.747,3.8461194682,30273.0,178.7190731,55790.0,13.653184621
159,AMITRIPTYLINE HCL,AMITRIPTYLINE HCL,4077101,23185136.48,785313.0,29.523433943,221215027.2,0.1069816026,397244.0,20.605919158,388069.0,6.9057364025
160,AMITRIPTYLINE-CHLORDIAZEPOXIDE,AMITRIP HCL/CHLORDIAZEPOXIDE,25,1460.43,13.0,112.34076923,1560.0,0.9543889032,,,,
161,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,27947959,383118840.99,4798488.0,79.841575302,1263562492.5,0.3040145954,2884071.0,39.71456667,1914417.0,8.0317713957
162,AMLODIPINE BESYLATE-BENAZEPRIL,AMLODIPINE BESYLATE/BENAZEPRIL,3202726,295834758.95,504870.0,585.96224563,143184599.66,2.0835834614,318578.0,131.44095634,186292.0,15.03331018
163,AMLODIPINE-ATORVASTATIN,AMLODIPINE/ATORVASTATIN,4852,1211924.54,4824.0,251.22813847,251200.0,4.8320410008,3624.0,41.82937638,1200.0,2.6059083333
164,AMMONIUM LACTATE,AMMONIUM LACTATE,539663,11611182.79,239147.0,48.55249194,158993122.98,0.0731624944,76447.0,9.0650795976,162700.0,2.1123529809
165,AMNESTEEM,ISOTRETINOIN,1215,533434.16,448.0,1190.70125,56584.0,9.3932870206,217.0,154.25294931,231.0,7.7805194805
166,AMOX TR-POTASSIUM CLAVULANATE,AMOXICILLIN/POTASSIUM CLAV,172349,4483974.07,145452.0,30.827861219,3671344.796,1.246206862,78267.0,9.1528688975,67185.0,1.5963027461
167,AMOXAPINE,AMOXAPINE,15233,787711.09,2193.0,359.19338349,1081727.5,0.7459183498,1166.0,91.685403087,1027.0,11.642882181
168,AMOXICILLIN,AMOXICILLIN,4573213,28007618.97,3193300.0,8.7707446748,116108539.24,0.260967429,2008704.0,5.9696763883,1184596.0,1.7467360434
169,AMOXICILLIN-CLAVULANATE POT ER,AMOXICILLIN/POTASSIUM CLAV,30456,3031310.67,24851.0,121.97942417,939016.0,3.2281778692,15465.0,40.323794374,9386.0,2.8150308971
170,AMOXICILLIN-CLAVULANATE POTASS,AMOXICILLIN/POTASSIUM CLAV,2345274,63904075.32,1789120.0,35.718160504,52003898.337,1.3312330461,1026464.0,11.097624086,762656.0,1.8433601126
171,AMOXIL,AMOXICILLIN,284,1513.79,245.0,6.1787346939,15108.0,0.1831318669,93.0,3.0804301075,152.0,1.0507894737
172,AMPHETAMINE SALT COMBO,DEXTROAMPHETAMINE/AMPHETAMINE,1713,63451.42,626.0,101.36009585,111268.0,0.5746863704,174.0,34.597183908,452.0,4.7226548673
173,AMPHOTERICIN B,AMPHOTERICIN B,2153,294810.72,846.0,348.47602837,521509.15,0.5653030632,551.0,94.545480944,295.0,4.1511186441
174,AMPICILLIN SODIUM,AMPICILLIN SODIUM,6047,1157097.67,1572.0,736.0672201,1064171.71,1.1849986458,655.0,264.1838626,917.0,7.1718974918
175,AMPICILLIN TRIHYDRATE,AMPICILLIN TRIHYDRATE,163540,1336752.66,115955.0,11.528201975,5265649.036,0.2658996476,57013.0,6.2931026257,58942.0,1.2209438092
176,AMPICILLIN-SULBACTAM,AMPICILLIN SODIUM/SULBACTAM NA,7952,1051558.79,2250.0,467.35946222,1430432.217,0.8670787642,495.0,139.33715152,1755.0,2.8536581197
