,drugname_brand,drugname_generic,claim_count,total_spending,user_count,total_spending_per_user,unit_count,unit_cost_wavg,user_count_non_lowincome,out_of_pocket_avg_non_lowincome,user_count_lowincome,out_of_pocket_avg_lowincome
13,ACARBOSE,ACARBOSE,206501,12325805.34,42012.0,293.38773065,24993121.111,0.4925429934,22320.0,80.511870968,19692.0,7.0023522243
14,ACCOLATE,ZAFIRLUKAST,2276,365249.69,467.0,782.11925054,194210.0,1.880803571,273.0,304.95710623,194.0,17.610773196
15,ACCUPRIL,QUINAPRIL HCL,6114,1050336.08,1317.0,797.52170084,417448.0,2.5167332871,1060.0,295.66590566,257.0,28.944824903
16,ACCURETIC,QUINAPRIL/HYDROCHLOROTHIAZIDE,465,76619.99,113.0,678.05300885,31393.0,2.4410369576,86.0,325.87186047,27.0,33.515185185
17,ACEBUTOLOL HCL,ACEBUTOLOL HCL,130835,3525464.63,24326.0,144.92578435,11262896.0,0.3137267152,20972.0,56.890184055,3354.0,10.577868217
18,ACETAMINOPHEN-CODEINE,ACETAMINOPHEN WITH CODEINE,2854695,31569362.48,1347069.0,23.435594227,172180419.66,0.1880758148,756070.0,9.0533032391,590999.0,1.622221645
19,ACETASOL HC,ACETIC ACID/HYDROCORTISONE,1023,150393.92,780.0,192.81271795,10580.0,14.214926276,499.0,31.748557114,281.0,2.0866548043
20,ACETAZOLAMIDE,ACETAZOLAMIDE,288834,31235965.88,100157.0,311.87002286,16973785.5,1.8896241819,66503.0,39.921923973,33654.0,4.9993139003
21,ACETIC ACID,ACETIC ACID,53865,1232021.23,26687.0,46.165594859,40411511.334,0.9247721356,13858.0,12.371588974,12829.0,1.2460129394
22,ACETIC ACID-ALUMINUM,ACETIC ACID/ALUMINUM ACETATE,4393,254718.58,3227.0,78.933554385,268015.0,0.9503892693,2028.0,17.500059172,1199.0,1.5549207673
23,ACETYLCYSTEINE,ACETYLCYSTEINE,20896,1413703.49,7237.0,195.34385657,1609849.21,0.8449887289,2928.0,35.07699112,4309.0,1.5418681829
24,ACIPHEX,RABEPRAZOLE SODIUM,50757,33263281.37,12160.0,2735.4672179,2846366.0,11.686227762,8094.0,374.09851866,4066.0,19.800450074
25,ACIPHEX SPRINKLE,RABEPRAZOLE SODIUM,33,19112.97,18.0,1061.8316667,1652.0,11.574257993,,,,
26,ACITRETIN,ACITRETIN,35054,33168173.1,8971.0,3697.2659793,1311375.0,25.437774936,4285.0,450.40508051,4686.0,8.3407789159
27,ACTEMRA,TOCILIZUMAB,12040,24667721.03,2187.0,11279.250585,113241.3,520.30195131,756.0,686.2347619,1431.0,17.781104123
28,ACTHIB,HAEMOPH B POLY CONJ-TET TOX/PF,597,21933.2,544.0,40.318382353,601.5,36.464172901,458.0,21.915829694,86.0,3.833372093
29,ACTIGALL,URSODIOL,860,777299.54,187.0,4156.6820321,117564.0,6.6117139601,130.0,530.95430769,57.0,13.871052632
30,ACTIMMUNE,"INTERFERON GAMMA-1B,RECOMB.",545,18526139.54,59.0,314002.36508,4457.0,4156.6388916,33.0,9942.3509091,26.0,13.421538462
31,ACTIQ,FENTANYL CITRATE,346,3766131.95,50.0,75322.639,41644.0,89.445076647,20.0,1080.6105,30.0,4.434
32,ACTIVELLA,ESTRADIOL/NORETHINDRONE ACET,2990,642135.67,719.0,893.09550765,122594.0,5.2541080783,587.0,358.57396934,132.0,15.01219697
33,ACTONEL,RISEDRONATE SODIUM,498427,151223205.54,119106.0,1269.6522891,2480288.463,102.49321476,79263.0,274.82732271,39843.0,19.986984163
34,ACTOPLUS MET,PIOGLITAZONE HCL/METFORMIN HCL,2587,1395209.87,925.0,1508.3349946,212455.0,6.5656340544,489.0,278.52343558,436.0,9.6098853211
35,ACTOPLUS MET XR,PIOGLITAZONE HCL/METFORMIN HCL,4029,2711238.52,1110.0,2442.5572252,313926.0,9.3109430163,826.0,301.11429782,284.0,11.753767606
36,ACTOS,PIOGLITAZONE HCL,13326,7004323.07,4164.0,1682.1140898,586009.0,12.051156436,2027.0,304.99395659,2137.0,11.357023865
37,ACULAR,KETOROLAC TROMETHAMINE,706,139160.06,359.0,387.63247911,4440.0,31.342355856,212.0,104.68900943,147.0,7.5892517007
38,ACULAR LS,KETOROLAC TROMETHAMINE,1978,346808.81,1253.0,276.78276935,10925.0,31.744513501,598.0,107.35207358,655.0,3.7280458015
39,ACUVAIL,KETOROLAC TROMETHAMINE/PF,2462,649436.21,1449.0,448.19614217,99095.0,6.5536728392,1081.0,111.1179371,368.0,8.1464402174
40,ACYCLOVIR,ACYCLOVIR,1527075,76218988.68,617134.0,123.50476344,92403053.6,1.5744975539,408647.0,21.824771086,208487.0,2.6322969298
41,ACYCLOVIR SODIUM,ACYCLOVIR SODIUM,434,101085.52,171.0,591.14339181,136544.306,0.768761521,85.0,125.06870588,86.0,4.0265116279
42,ACZONE,DAPSONE,6574,2426514.68,3498.0,693.68630074,358756.0,6.7636908651,2213.0,114.3599277,1285.0,8.4314941634
43,ADACEL TDAP,"DIPH,PERTUSS(ACELL),TET VAC/PF",180114,9782644.14,179174.0,54.59856977,135511.16,72.50526018,144635.0,23.12869423,34539.0,2.9751223255
44,ADAGEN,PEGADEMASE BOVINE,13,1224835.08,,,408.0,3002.0467647,,,,
45,ADALAT CC,NIFEDIPINE,2714,303049.77,523.0,579.44506692,145110.0,2.1287272564,377.0,332.42435013,146.0,21.950821918
46,ADAPALENE,ADAPALENE,10712,1858177.16,5560.0,334.20452518,515255.0,3.5991663784,2552.0,54.940023511,3008.0,2.49171875
47,ADCETRIS,BRENTUXIMAB VEDOTIN,20,309180.08,,,56.0,5521.0728571,,,,
48,ADCIRCA,TADALAFIL,74347,156611839.73,9915.0,15795.445258,4577842.0,34.210844265,5923.0,1642.5067905,3992.0,60.355348196
49,ADDERALL,DEXTROAMPHETAMINE/AMPHETAMINE,5875,2105400.62,1510.0,1394.3050464,458737.0,4.5901705363,413.0,295.11915254,1097.0,8.0295533273
50,ADDERALL XR,DEXTROAMPHETAMINE/AMPHETAMINE,24969,8808169.4,5720.0,1539.8897552,1491290.0,5.9758453972,2099.0,226.23873273,3621.0,14.685274786
51,ADEFOVIR DIPIVOXIL,ADEFOVIR DIPIVOXIL,5621,6199183.65,947.0,6546.1284583,208244.0,29.768846401,366.0,709.87969945,581.0,24.723545611
52,ADEMPAS,RIOCIGUAT,6672,49658533.44,1151.0,43143.817063,568350.0,87.373382436,761.0,2470.2060053,390.0,40.276538462
53,ADRENACLICK,EPINEPHRINE,13,3127.17,12.0,260.5975,26.0,120.27576923,,,,
54,ADRENALIN,EPINEPHRINE,215,1054.87,203.0,5.1964039409,238.0,4.4322268908,107.0,3.8845794393,96.0,1.6951041667
55,ADRIAMYCIN,DOXORUBICIN HCL,17,3352.07,,,1607.0,4.8839882685,,,,
56,ADRUCIL,FLUOROURACIL,296,10247.59,104.0,98.534519231,22056.766,0.4662348011,71.0,57.228309859,33.0,2.3954545455
57,ADVAIR DISKUS,FLUTICASONE/SALMETEROL,6094244,2276374748.7,1420748.0,1602.2368138,460372139.38,4.9487664693,752159.0,264.86232548,668589.0,19.02204082
58,ADVAIR HFA,FLUTICASONE/SALMETEROL,363640,138545945.08,103094.0,1343.8798095,5245448.2,26.400002158,53956.0,219.77154255,49138.0,14.897515365
59,ADVICOR,NIACIN/LOVASTATIN,20637,8617611.45,4638.0,1858.0447283,1428271.0,6.0421751853,4297.0,369.05095183,341.0,31.753841642
60,ADVOCATE PEN NEEDLES,"PEN NEEDLE, DIABETIC",3279,211154.08,1270.0,166.26305512,576820.0,0.3666139636,366.0,53.64284153,904.0,6.1274336283
61,ADVOCATE SYRINGES,"SYRING W-NDL,DISP,INSUL,0.3 ML",421,19346.63,201.0,96.251890547,57640.0,0.3364271139,100.0,11.7454,101.0,5.3614851485
62,ADVOCATE SYRINGES,"SYRING W-NDL,DISP,INSUL,0.5 ML",1182,50031.11,468.0,106.9040812,149448.0,0.3358898731,226.0,19.489734513,242.0,5.1949586777
63,ADVOCATE SYRINGES,"SYRINGE AND NEEDLE,INSULIN,1ML",1961,119343.38,1152.0,103.59668403,366055.0,0.3259836375,309.0,27.42987055,843.0,4.5886714116
64,AEROSPAN,FLUNISOLIDE,687,129427.53,437.0,296.17283753,7193.7,17.991788648,325.0,74.792738462,112.0,5.0283035714
65,AFEDITAB CR,NIFEDIPINE,103722,3851337.83,24886.0,154.75921522,5049541.0,0.762244228,12214.0,60.175974292,12672.0,5.4241942866
66,AFINITOR,EVEROLIMUS,36073,353334367.46,8012.0,44100.644965,1042916.1,339.03793122,5342.0,2964.7504699,2670.0,116.3094794
67,AFINITOR DISPERZ,EVEROLIMUS,79,1040894.29,26.0,40034.395769,3088.0,336.7206634,12.0,1410.0041667,14.0,0.8914285714
68,AGGRENOX,ASPIRIN/DIPYRIDAMOLE,844292,325662058.86,135067.0,2411.1149197,61683336.98,5.2795791344,80063.0,488.36405456,55004.0,28.079644753
69,AGRYLIN,ANAGRELIDE HCL,326,291187.62,65.0,4479.8095385,36545.0,7.9679195512,47.0,511.67893617,18.0,7.4877777778
70,AIMSCO ULTRA THIN II,"PEN NEEDLE, DIABETIC",57,2114.7,31.0,68.216129032,8000.0,0.2648824586,,,,
71,AKNE-MYCIN,ERYTHROMYCIN BASE,339,49523.27,295.0,167.87549153,9396.0,5.2706758195,198.0,73.855252525,97.0,3.7393814433
72,AK-POLY-BAC,BACITRACIN/POLYMYXIN B SULFATE,9456,177802.07,6065.0,29.316087387,34473.0,5.1577196647,3238.0,12.22848672,2827.0,1.2339794836
73,AKTEN,LIDOCAINE HCL/PF,36,1394.52,26.0,53.635384615,50.0,27.8904,,,,
74,AKYNZEO,NETUPITANT/PALONOSETRON HCL,11,5378.32,,,11.0,488.93818182,,,,
75,ALA-CORT,HYDROCORTISONE,17,659.18,16.0,41.19875,597.0,1.1041541039,,,,
76,ALA-SCALP,HYDROCORTISONE,63,17091.75,49.0,348.81122449,2358.2,7.2477949283,26.0,57.416538462,23.0,3.3195652174
77,ALBENZA,ALBENDAZOLE,7524,9566410.5,5760.0,1660.8351562,91127.0,104.97888112,2633.0,101.22753133,3127.0,4.0632555165
78,ALBUMIN (HUMAN),ALBUMIN HUMAN,34,6732.78,12.0,561.065,5500.0,1.2036300528,0.0,,12.0,0.3
79,ALBUMINAR-25,ALBUMIN HUMAN,102,41197.55,12.0,3433.1291667,26416.0,1.5595680648,,,,
80,ALBURX,ALBUMIN HUMAN,29,20396.15,,,14150.0,1.4414240283,,,,
81,ALBUTEIN,ALBUMIN HUMAN,46,19000.71,13.0,1461.5930769,14550.0,1.3494338457,,,,
82,ALBUTEROL SULFATE,ALBUTEROL SULFATE,812319,37325989.08,259859.0,143.63939321,98777805.476,0.5127144696,69144.0,28.730794863,190715.0,1.0454539496
83,ALCLOMETASONE DIPROPIONATE,ALCLOMETASONE DIPROPIONATE,36349,2166514.31,23958.0,90.429681526,1539156.846,1.4065884103,18947.0,20.371721117,5011.0,2.5527339852
84,ALCOHOL PADS,ALCOHOL ANTISEPTIC PADS,184779,4811483.24,65697.0,73.237487861,28150159.0,0.1709220626,17342.0,27.947477223,48355.0,5.2742094923
85,ALCOHOL PREP PADS,ALCOHOL ANTISEPTIC PADS,274160,6318690.71,113036.0,55.899808114,43351750.366,0.1457539928,32991.0,24.841771695,80045.0,4.639326254
86,ALCOHOL PREP SWABS,ALCOHOL ANTISEPTIC PADS,8818,36529.16,2647.0,13.80021156,953352.0,0.0383165504,535.0,2.806953271,2112.0,2.9937689394
87,ALCOHOL SWAB,ALCOHOL ANTISEPTIC PADS,9647,37324.25,3640.0,10.253914835,1132058.0,0.032970263,676.0,5.2306804734,2964.0,2.0513225371
88,ALCOHOL SWABS,ALCOHOL ANTISEPTIC PADS,79238,259904.88,34994.0,7.427126936,9799229.0,0.0265229928,7652.0,3.2716283325,27342.0,2.1730974325
89,ALCOHOL WIPES,ALCOHOL ANTISEPTIC PADS,4007,12730.9,1187.0,10.725273799,442425.0,0.0287752726,122.0,3.4337704918,1065.0,2.7736807512
90,ALDACTAZIDE,SPIRONOLACT/HYDROCHLOROTHIAZID,3158,413256.39,900.0,459.17376667,185776.0,2.2453264332,752.0,206.91083777,148.0,16.658986486
91,ALDACTONE,SPIRONOLACTONE,3311,461309.01,854.0,540.17448478,235632.5,1.8850544856,675.0,203.71140741,179.0,13.523128492
92,ALDARA,IMIQUIMOD,305,259240.06,190.0,1364.4213684,6278.0,41.2934151,123.0,165.33284553,67.0,13.056268657
93,ALDURAZYME,LARONIDASE,62,2256857.86,,,13710.0,164.61399416,,,,
94,ALENDRONATE SODIUM,ALENDRONATE SODIUM,7772288,81294166.39,1613930.0,50.370317418,55255282.246,1.5451065291,1037243.0,27.442653746,576687.0,5.1197570779
95,ALEVEER,CAPSAICIN/MENTHOL,375,763721.42,269.0,2839.1130855,23490.0,32.512618987,249.0,159.47433735,20.0,3.54
96,ALFUZOSIN HCL ER,ALFUZOSIN HCL,459176,15256860.95,105811.0,144.1897435,25227525.0,0.6047704224,89036.0,59.1509212,16775.0,6.7266837556
97,ALIMTA,PEMETREXED DISODIUM,1636,8261772.15,357.0,23142.218908,6286.4,2067.6047487,144.0,1516.1336806,213.0,32.072535211
98,ALINIA,NITAZOXANIDE,5339,2459298.49,3967.0,619.93912024,102292.0,27.027076003,2531.0,84.785981825,1436.0,4.7524094708
99,ALKERAN,MELPHALAN,669,181257.24,219.0,827.65863014,19087.0,9.4963713522,172.0,143.22023256,47.0,4.83
100,ALLEGRA,FEXOFENADINE HCL,13,841.88,,,3900.0,0.2158666667,,,,
101,ALLEGRA-D 24 HOUR,FEXOFENADINE/PSEUDOEPHEDRINE,53,5912.47,38.0,155.59131579,1525.0,3.8770295082,,,,
102,ALLOPURINOL,ALLOPURINOL,8054672,74520299.74,1599358.0,46.593883133,490766570.07,0.1546423337,1146890.0,27.083062892,452468.0,6.0832581089
103,ALOCRIL,NEDOCROMIL SODIUM,3958,717298.84,1978.0,362.63844287,23699.0,30.26705093,1308.0,73.861743119,670.0,7.2771492537
104,ALOMIDE,LODOXAMIDE TROMETHAMINE,1126,175837.69,500.0,351.67538,14001.0,12.558937933,313.0,154.49632588,187.0,9.7571657754
105,ALORA,ESTRADIOL,10107,999693.25,2607.0,383.46499808,114263.0,8.7456180596,1813.0,237.03799779,794.0,17.053702771
106,ALOXI,PALONOSETRON HCL,2763,2058217.91,777.0,2648.9290991,25500.0,80.714427843,337.0,213.59465875,440.0,5.9190909091
107,ALPHAGAN P,BRIMONIDINE TARTRATE,946440,155302771.81,219208.0,708.47218993,8360700.286,18.597067581,140239.0,190.46842319,78969.0,17.485757956
108,ALPRAZOLAM,ALPRAZOLAM,13725474,92181721.13,2545484.0,36.213828541,908477420.56,0.101979752,1541526.0,21.685119142,1003958.0,7.5536158684
109,ALPRAZOLAM ER,ALPRAZOLAM,59971,2193673.85,13752.0,159.51671393,3067963.0,0.7342968368,8358.0,63.708742522,5394.0,6.4661012236
110,ALPRAZOLAM INTENSOL,ALPRAZOLAM,853,97194.28,331.0,293.63830816,37538.0,2.58922372,122.0,64.566557377,209.0,2.1077990431
111,ALPRAZOLAM ODT,ALPRAZOLAM,6863,715134.0,2672.0,267.63997006,439956.0,1.5898388899,1680.0,46.036702381,992.0,4.3900100806
112,ALPRAZOLAM XR,ALPRAZOLAM,19202,766318.45,5825.0,131.55681545,1057332.0,0.7506657077,3622.0,43.957758145,2203.0,5.2663004993
113,ALPROSTADIL,ALPROSTADIL,130,8814.86,58.0,151.98034483,1142.75,7.7137256618,,,,
114,ALREX,LOTEPREDNOL ETABONATE,93310,19607717.26,45383.0,432.04982615,601761.5,32.583867961,28974.0,88.319661075,16409.0,7.2423608995
115,ALTABAX,RETAPAMULIN,3576,678420.5,2289.0,296.3829183,81788.0,8.294865995,1453.0,78.28669649,836.0,6.1995095694
116,ALTACE,RAMIPRIL,12638,3058305.7,2561.0,1194.1841859,871259.0,3.5039059095,2088.0,346.30713123,473.0,29.778033827
117,ALTAVERA,LEVONORGESTREL-ETHIN ESTRADIOL,2488,71939.72,482.0,149.25253112,94724.0,0.759466661,48.0,86.056458333,434.0,5.1170276498
118,ALTOPREV,LOVASTATIN,4175,3375850.7,1124.0,3003.4258897,228498.0,14.774229254,783.0,265.24392082,341.0,12.148152493
119,ALUVEA,UREA,41,14530.01,35.0,415.14314286,9760.6,1.4886390181,15.0,84.755333333,20.0,3.186
120,ALVESCO,CICLESONIDE,24408,7401952.3,6545.0,1130.9323606,245904.2,30.099654638,5229.0,295.78553069,1316.0,16.136892097
121,ALYACEN,NORETHINDRONE-ETHINYL ESTRAD,4586,128445.9,914.0,140.53161926,177105.0,0.7256407112,100.0,82.258,814.0,5.696019656
122,AMANTADINE,AMANTADINE HCL,450383,48772332.84,91857.0,530.95934812,42180287.249,1.3761990287,48027.0,104.98955754,43830.0,6.1360825918
123,AMARYL,GLIMEPIRIDE,8420,1378261.59,1795.0,767.83375487,664544.0,2.0743474476,1340.0,234.7186194,455.0,19.887164835
124,AMBIEN,ZOLPIDEM TARTRATE,32672,12892479.95,6726.0,1916.8123625,1207616.0,10.676027081,4179.0,307.488581,2547.0,17.186819788
125,AMBIEN CR,ZOLPIDEM TARTRATE,30226,10890293.67,5114.0,2129.5059973,1125888.0,9.7018887909,3029.0,367.06972928,2085.0,23.410968825
126,AMBISOME,AMPHOTERICIN B LIPOSOME,382,764991.92,102.0,7499.9207843,9041.2,84.611768349,54.0,391.53666667,48.0,70.450208333
127,AMCINONIDE,AMCINONIDE,5183,1490467.89,2767.0,538.65843513,311788.0,4.8044262873,2087.0,42.134408241,680.0,5.1968823529
128,AMERGE,NARATRIPTAN HCL,828,418055.25,185.0,2259.7581081,12049.0,34.673305123,122.0,314.8747541,63.0,13.592063492
129,AMETHIA,L-NORGEST/E.ESTRADION-E.ESTRAD,2415,434407.34,988.0,439.68354251,218798.0,1.9854264664,92.0,190.98608696,896.0,3.0283816964
130,AMETHIA LO,L-NORGEST/E.ESTRADION-E.ESTRAD,352,64219.52,149.0,431.00348993,32300.0,1.9882204334,26.0,204.89692308,123.0,2.7927642276
131,AMETHYST,LEVONORGESTREL-ETHIN ESTRADIOL,1821,107747.0,280.0,384.81071429,67660.0,1.5924770913,41.0,140.15073171,239.0,8.3448117155
132,AMIFOSTINE,AMIFOSTINE CRYSTALLINE,26,43042.4,,,97.0,443.73608247,,,,
133,AMIKACIN SULFATE,AMIKACIN SULFATE,16110,1256054.38,5965.0,210.5707259,1559620.792,0.8056898266,1324.0,109.60026435,4641.0,1.166981254
134,AMILORIDE HCL,AMILORIDE HCL,86708,4475007.86,17801.0,251.39081288,6271083.0,0.7135941049,12252.0,82.955123245,5549.0,7.874472878
135,AMILORIDE-HYDROCHLOROTHIAZIDE,AMILORIDE/HYDROCHLOROTHIAZIDE,109171,1898921.33,22861.0,83.063791173,6371603.58,0.2980287939,18682.0,43.568396317,4179.0,8.7836563771
136,AMINO ACIDS,PARENTERAL AMINO ACID 15% NO.1,36,8056.54,,,372308.49,0.0216394206,,,,
137,AMINOCAPROIC ACID,AMINOCAPROIC ACID,6018,4205855.53,2756.0,1526.0723984,898780.5,5.4311372505,1948.0,157.11546201,808.0,7.363960396
138,AMINOPHYLLINE,AMINOPHYLLINE,20,215.53,16.0,13.470625,353.0,1.5985868946,,,,
139,AMINOSYN,PARENTERAL AMINO ACID 10% NO.2,27,2594.05,,,64515.0,0.0402084786,,,,
140,AMINOSYN II,PARENTERAL AMINO ACID 10% NO.1,98,13951.96,12.0,1162.6633333,305535.759,0.0456639185,,,,
141,AMINOSYN II,PARENTERAL AMINO ACID 15% NO.2,265,15550.06,28.0,555.35928571,561920.75,0.0276730482,,,,
142,AMINOSYN II,PARENTERAL AMINO ACID 8.5 % #3,34,3646.57,,,118592.65,0.0307487015,,,,
143,AMIODARONE HCL,AMIODARONE HCL,2289753,50693170.51,530020.0,95.643882325,119719792.64,0.4438131644,375038.0,36.309692591,154982.0,5.7292397827
144,AMITIZA,LUBIPROSTONE,693113,195765807.78,155601.0,1258.1269258,39276620.111,4.9843842577,57235.0,179.3493773,98366.0,11.222702255
145,AMITRIPTYLINE HCL,AMITRIPTYLINE HCL,4146839,49580674.32,805254.0,61.571472256,242189254.64,0.2157705189,429213.0,30.29479643,376041.0,6.8382403249
146,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,36348416,303814281.14,6751061.0,45.002449413,1881743187.9,0.1615276526,4420510.0,24.71153904,2330551.0,6.2276087972
147,AMLODIPINE BESYLATE-BENAZEPRIL,AMLODIPINE BESYLATE/BENAZEPRIL,2595233,147496172.16,463338.0,318.33385598,137695453.8,1.0760414486,329556.0,115.82485122,133782.0,11.801180951
148,AMLODIPINE-ATORVASTATIN,AMLODIPINE/ATORVASTATIN,151505,49907795.79,33816.0,1475.8633721,8989655.5,5.5534334538,28874.0,129.66699522,4942.0,12.964589235
149,AMLODIPINE-VALSARTAN,AMLODIPINE/VALSARTAN,64877,15501160.47,40476.0,382.97164913,3098671.0,5.0193752056,28069.0,74.583279775,12407.0,3.6023607641
150,AMLODIPINE-VALSARTAN-HCTZ,AMLODIPINE/VALSARTAN/HCTHIAZID,4158,1053632.35,4119.0,255.7980942,202805.0,5.2175978828,2728.0,45.471348974,1391.0,2.36178289
151,AMMONIUM LACTATE,AMMONIUM LACTATE,845400,18855606.35,360545.0,52.297511684,258556287.01,0.0733397211,132409.0,11.980793224,228136.0,1.8910971087
152,AMNESTEEM,ISOTRETINOIN,2198,811207.04,740.0,1096.2257297,99000.0,8.1743291196,416.0,180.73403846,324.0,5.9661419753
153,AMOX TR-POTASSIUM CLAVULANATE,AMOXICILLIN/POTASSIUM CLAV,1312,20486.4,1204.0,17.015282392,24016.0,0.8609822049,533.0,4.7655722326,671.0,0.8770640835
154,AMOXAPINE,AMOXAPINE,13672,854378.89,2100.0,406.84709048,1023663.0,0.8567167017,1263.0,98.954370546,837.0,11.21088411
155,AMOXICILLIN,AMOXICILLIN,6300075,31199013.16,4385651.0,7.1138841554,150727373.6,0.2201157008,3068581.0,4.9654170771,1317070.0,1.5900432703
156,AMOXICILLIN-CLAVULANATE POT ER,AMOXICILLIN/POTASSIUM CLAV,29642,3061539.97,23942.0,127.8731923,921209.5,3.3233916606,16855.0,31.682283595,7087.0,2.6037364188
157,AMOXICILLIN-CLAVULANATE POTASS,AMOXICILLIN/POTASSIUM CLAV,3550701,61702882.74,2709796.0,22.770305492,75989734.125,0.8567580067,1736655.0,11.093509574,973141.0,1.7947536482
158,AMPHOTERICIN B,AMPHOTERICIN B,2010,438764.57,835.0,525.4665509,475824.385,0.9221145108,578.0,102.11735294,257.0,4.6649027237
159,AMPICILLIN SODIUM,AMPICILLIN SODIUM,8325,1506329.49,1994.0,755.43103811,1907221.255,1.1544571926,995.0,265.12866332,999.0,8.1367567568
160,AMPICILLIN TRIHYDRATE,AMPICILLIN TRIHYDRATE,178829,1254710.38,126893.0,9.8879400755,12846767.476,0.1957269503,72615.0,6.0964855746,54278.0,1.092359888
161,AMPICILLIN-SULBACTAM,AMPICILLIN SODIUM/SULBACTAM NA,10775,1329049.04,2793.0,475.84999642,2845880.499,0.5409413166,838.0,172.63515513,1955.0,5.529314578
162,AMPYRA,DALFAMPRIDINE,67739,136149645.7,10523.0,12938.291903,4961342.885,27.442095589,4340.0,840.95085484,6183.0,17.718153
163,AMRIX,CYCLOBENZAPRINE HCL,8780,7780293.5,3173.0,2452.030728,366665.0,21.231787901,1529.0,173.97881622,1644.0,10.011581509
164,AMTURNIDE,ALISKIREN/AMLODIPIN/HCTHIAZIDE,2025,362690.25,346.0,1048.2377168,89173.0,4.0659925464,257.0,350.10276265,89.0,31.951460674
165,ANADROL-50,OXYMETHOLONE,496,915519.83,85.0,10770.821529,30163.0,30.35241289,18.0,502.42555556,67.0,23.132537313
166,ANAFRANIL,CLOMIPRAMINE HCL,583,848256.71,96.0,8836.0073958,62061.0,13.674708204,50.0,478.2028,46.0,6.4739130435
167,ANAGRELIDE HCL,ANAGRELIDE HCL,48937,6969682.44,8535.0,816.60016872,5299894.0,1.3524950352,6581.0,129.10092691,1954.0,13.970081883
168,ANALPRAM HC,HYDROCORTISONE/PRAMOXINE,356,50225.61,256.0,196.19378906,16402.15,3.2947004796,161.0,66.258012422,95.0,2.3551578947
169,ANAPROX,NAPROXEN SODIUM,27,6057.32,,,2180.0,2.778587156,,,,
170,ANAPROX DS,NAPROXEN SODIUM,265,95525.35,99.0,964.90252525,22903.0,4.1708662621,65.0,180.31630769,34.0,13.349411765
171,ANASPAZ,HYOSCYAMINE SULFATE,830,12511.85,498.0,25.124196787,61428.0,0.2036831738,214.0,21.078925234,284.0,2.9854577465
172,ANASTROZOLE,ANASTROZOLE,1222812,35170321.61,234614.0,149.90717353,61063632.031,0.5759618359,177524.0,58.393462349,57090.0,8.7992644947
173,ANDRODERM,TESTOSTERONE,40671,18319641.45,11835.0,1547.9206971,1754711.992,10.581766563,7193.0,239.49971917,4642.0,14.279508832
174,ANDROGEL,TESTOSTERONE,482381,281834048.1,129560.0,2175.316827,69641933.153,4.4693215508,97008.0,312.06553923,32552.0,19.589728127
175,ANDROID,METHYLTESTOSTERONE,484,2450638.78,127.0,19296.368346,30773.0,79.636004939,78.0,386.66294872,49.0,3.7518367347
