,drugname_brand,drugname_generic,claim_count,total_spending,user_count,total_spending_per_user,unit_count,unit_cost_wavg,user_count_non_lowincome,out_of_pocket_avg_non_lowincome,user_count_lowincome,out_of_pocket_avg_lowincome
21,ACETAZOLAMIDE SODIUM,ACETAZOLAMIDE SODIUM,16,4740.57,12.0,395.0475,2980.0,1.590795302,,,,
22,ACETIC ACID,ACETIC ACID,46448,1216824.63,24236.0,50.207320928,41163724.847,1.1131688655,12192.0,10.341512467,12044.0,1.1872949186
23,ACETIC ACID-ALUMINUM,ACETIC ACID/ALUMINUM ACETATE,5307,329945.43,3893.0,84.753513999,329502.0,1.0013457581,2426.0,11.411644683,1467.0,1.3075869121
24,ACETYLCYSTEINE,ACETYLCYSTEINE,28352,1307054.59,10134.0,128.97716499,1864273.45,0.6938888074,3650.0,18.428205479,6484.0,0.985783467
25,ACID JELLY,ACETIC AC/RICINOLEIC/OXYQUINOL,28,898.55,25.0,35.942,2465.0,0.3645233266,,,,
26,ACIPHEX,RABEPRAZOLE SODIUM,372419,147707390.34,76690.0,1926.0319512,17565457.711,8.4089690556,40534.0,352.34401811,36156.0,21.097449663
27,ACLOVATE,ALCLOMETASONE DIPROPIONATE,23,1856.55,20.0,92.8275,1531.0,1.2232482574,,,,
28,ACTEMRA,TOCILIZUMAB,2770,4127018.09,359.0,11495.872117,59855.0,68.038174049,122.0,1191.6636885,237.0,31.820801688
29,ACTHIB,HAEMOPH B POLY CONJ-TET TOX/PF,404,14332.74,377.0,38.017877984,500.0,28.66548,319.0,18.973009404,58.0,3.9189655172
30,ACTICIN,PERMETHRIN,109,3211.63,91.0,35.292637363,7320.0,0.4387472678,31.0,7.1406451613,60.0,1.3441666667
31,ACTIGALL,URSODIOL,791,543614.54,145.0,3749.0657931,93441.0,5.8177303325,95.0,641.00494737,50.0,17.622
32,ACTIMMUNE,"INTERFERON GAMMA-1B,RECOMB.",506,9450370.53,67.0,141050.30642,4815.0,1962.6937757,40.0,6343.3315,27.0,29.203333333
33,ACTIQ,FENTANYL CITRATE,755,8048493.81,129.0,62391.424884,81974.0,93.040132123,45.0,1348.4351111,84.0,7.716547619
34,ACTIVELLA,ESTRADIOL/NORETHINDRONE ACET,5857,853728.09,1357.0,629.12902727,232352.0,3.6790120638,1028.0,358.85208171,329.0,16.460364742
35,ACTONEL,RISEDRONATE SODIUM,1088903,197707048.01,218031.0,906.7841179,4677648.936,72.595778432,135322.0,290.4554663,82709.0,22.227530861
36,ACTOPLUS MET,PIOGLITAZONE HCL/METFORMIN HCL,228832,80025965.4,53356.0,1499.8494152,17261280.111,4.636430561,26872.0,273.66962266,26484.0,22.76507665
37,ACTOPLUS MET XR,PIOGLITAZONE HCL/METFORMIN HCL,6199,2361624.31,1594.0,1481.5710853,377011.0,6.7995058867,1025.0,317.90794146,569.0,19.546520211
38,ACTOS,PIOGLITAZONE HCL,2101733,726698426.32,487962.0,1489.2520859,88737845.294,8.331241214,234687.0,270.49711867,253275.0,21.214196664
39,ACULAR,KETOROLAC TROMETHAMINE,1507,208618.44,836.0,249.54358852,9244.0,22.567983557,471.0,103.67592357,365.0,6.5228493151
40,ACULAR LS,KETOROLAC TROMETHAMINE,2161,287661.36,1199.0,239.91773144,11826.0,24.324485033,787.0,108.68207116,412.0,6.3880339806
41,ACUVAIL,KETOROLAC TROMETHAMINE/PF,9245,1572375.32,6304.0,249.42501904,325393.0,4.8322346209,4847.0,82.955194966,1457.0,7.9272271791
42,ACYCLOVIR,ACYCLOVIR,1162514,24672696.8,477759.0,51.642557859,72132270.486,0.3651074256,305532.0,18.566500956,172227.0,3.0009600121
43,ACYCLOVIR SODIUM,ACYCLOVIR SODIUM,362,80117.38,183.0,437.79989071,87055.24,0.9113268526,76.0,83.229868421,107.0,6.9539252336
44,ACZONE,DAPSONE,3256,901728.54,1772.0,508.87615124,157937.0,5.7094191988,1134.0,116.34995591,638.0,8.0718025078
45,ADACEL TDAP,"DIPH,PERTUSS(ACELL),TET VAC/PF",208209,11206685.59,206471.0,54.27728635,173908.55,64.09568172,171499.0,22.994164864,34972.0,2.8053199703
46,ADALAT CC,NIFEDIPINE,3527,345763.11,676.0,511.48389053,166737.0,2.0837884341,423.0,323.94333333,253.0,19.121383399
47,ADAPALENE,ADAPALENE,6340,1084063.18,3419.0,317.07024861,301816.0,3.5918977955,1493.0,51.928298727,1926.0,2.5171079958
48,ADCIRCA,TADALAFIL,42969,62944582.68,6525.0,9646.6793379,2634155.0,23.895550064,3686.0,1386.3309875,2839.0,44.294184572
49,ADDERALL,DEXTROAMPHETAMINE/AMPHETAMINE,5099,1481240.09,1744.0,849.33491399,381298.0,3.885129134,397.0,209.54680101,1347.0,6.7983890126
50,ADDERALL XR,DEXTROAMPHETAMINE/AMPHETAMINE,35792,11986741.17,9794.0,1223.8861721,1849595.0,6.4971792384,2562.0,232.85012881,7232.0,12.758951881
51,ADIPEX-P,PHENTERMINE HCL,84,7097.76,31.0,228.96,3360.0,2.1129384958,,,,
52,ADOXA,DOXYCYCLINE MONOHYDRATE,44,47928.21,26.0,1843.3926923,1649.0,28.974770799,,,,
53,ADRENALIN CHLORIDE,EPINEPHRINE,110,549.08,109.0,5.0374311927,468.3,2.1466260059,48.0,4.221875,61.0,0.8895081967
54,ADRENALIN CHLORIDE,EPINEPHRINE HCL,12,584.22,,,375.0,1.55792,,,,
55,ADRIAMYCIN,DOXORUBICIN HCL,92,13407.9,37.0,362.37567568,4225.0,11.276340887,,,,
56,ADRUCIL,FLUOROURACIL,76,3457.88,38.0,90.996842105,7750.0,0.454338094,17.0,26.173529412,21.0,3.4819047619
57,ADVAIR DISKUS,FLUTICASONE/SALMETEROL,6288985,1886312550.8,1424306.0,1324.3730988,452555705.86,4.1705809168,687716.0,248.59364784,736590.0,19.37926267
58,ADVAIR HFA,FLUTICASONE/SALMETEROL,302531,91128963.41,87054.0,1046.8096056,4174480.7,21.831164747,41354.0,197.80837476,45700.0,14.725586433
59,ADVANCED AM/PM,OM-3/CALCIUM/D3/FA/MV CMB 13,29,1656.24,,,4620.0,0.3584935065,,,,
60,ADVICOR,NIACIN/LOVASTATIN,26982,6848751.48,5430.0,1261.2801989,1634502.0,4.1943138987,4758.0,386.3692665,672.0,35.00891369
61,ADVOCATE PEN NEEDLES,"PEN NEEDLE, DIABETIC",290,13956.22,137.0,101.87021898,44500.0,0.3136576974,27.0,33.382222222,110.0,5.3823636364
62,ADVOCATE SYRINGES,"SYRING W-NDL,DISP,INSUL,0.3 ML",568,35878.08,536.0,66.936716418,121550.0,0.295180543,85.0,21.760235294,451.0,2.9409090909
63,ADVOCATE SYRINGES,"SYRING W-NDL,DISP,INSUL,0.5 ML",606,38240.88,518.0,73.824092664,128950.0,0.2966876,94.0,34.28,424.0,3.1016981132
64,ADVOCATE SYRINGES,"SYRINGE AND NEEDLE,INSULIN,1ML",771,48506.3,660.0,73.494393939,163312.0,0.2973356504,109.0,28.11587156,551.0,3.3901088929
65,AFEDITAB CR,NIFEDIPINE,46348,1556512.75,9875.0,157.6215443,1887361.0,0.8141997141,4840.0,39.682533058,5035.0,5.0751757696
66,AFINITOR,EVEROLIMUS,15540,125047872.35,4350.0,28746.637322,458159.0,273.3800241,2746.0,2482.9569592,1604.0,63.299669576
67,AGGRENOX,ASPIRIN/DIPYRIDAMOLE,1042824,304658642.06,170386.0,1788.0497345,77292321.94,3.9416417364,99546.0,415.70297209,70840.0,30.138454828
68,AGRYLIN,ANAGRELIDE HCL,320,246308.61,60.0,4105.1435,36685.0,6.7141504702,39.0,555.66230769,21.0,14.680952381
69,AIMSCO MINI ULTRA-THIN II,"PEN NEEDLE, DIABETIC",448,11983.4,275.0,43.576,53160.0,0.2254213695,158.0,26.922151899,117.0,5.7937606838
70,AIMSCO ULTRA THIN II,"PEN NEEDLE, DIABETIC",1242,43310.52,541.0,80.056414048,157650.0,0.2753411379,163.0,43.402760736,378.0,5.8021164021
71,AKNE-MYCIN,ERYTHROMYCIN BASE,786,109630.19,581.0,188.69223752,22227.44,4.9322004693,353.0,75.524249292,228.0,4.1314473684
72,AK-PENTOLATE,CYCLOPENTOLATE HCL,320,3501.42,246.0,14.233414634,852.0,4.1096478873,175.0,8.4209714286,71.0,3.0004225352
73,AK-POLY-BAC,BACITRACIN/POLYMYXIN B SULFATE,10774,246144.96,6788.0,36.261779611,39832.125,6.179558836,3495.0,10.997173104,3293.0,1.1573762527
74,AKTEN,LIDOCAINE HCL/PF,30,768.09,26.0,29.541923077,161.0,4.7707453416,14.0,24.572857143,12.0,2.3833333333
75,ALA-CORT,HYDROCORTISONE,12,52.87,,,428.2,0.123470341,,,,
76,ALAMAST,PEMIROLAST POTASSIUM,417,48807.97,286.0,170.65723776,4510.0,10.822166297,142.0,86.68584507,144.0,5.5149305556
77,ALA-SCALP,HYDROCORTISONE,80,3120.57,59.0,52.891016949,3084.0,1.0118579767,45.0,29.446666667,14.0,5.9571428571
78,ALBENZA,ALBENDAZOLE,4383,1600734.26,3427.0,467.094911,89333.0,17.91873395,1554.0,73.752696268,1873.0,4.9714949279
79,ALBUMIN (HUMAN),ALBUMIN HUMAN,30,10960.35,11.0,996.39545455,9800.0,1.1680576596,,,,
80,ALBUMINAR-25,ALBUMIN HUMAN,41,20957.38,,,11200.0,1.8711946429,,,,
81,ALBUMINAR-5,ALBUMIN HUMAN,12,5808.5,,,14820.0,0.3919365722,,,,
82,ALBURX,ALBUMIN HUMAN,62,24561.08,,,13670.0,1.8457571849,,,,
83,ALBUTEROL SULFATE,ALBUTEROL SULFATE,916865,16596058.09,275019.0,60.345132845,105733349.49,0.185090267,63003.0,19.58843071,212016.0,0.9648371349
84,ALCAINE,PROPARACAINE HCL,15,462.48,12.0,38.54,225.0,2.0554666667,,,,
85,ALCLOMETASONE DIPROPIONATE,ALCLOMETASONE DIPROPIONATE,31252,1005351.79,19938.0,50.423903601,1346238.35,0.7466578336,14631.0,11.998203814,5307.0,2.067412851
86,ALCOHOL PADS,ALCOHOL ANTISEPTIC PADS,3680,67537.72,2015.0,33.517478908,402834.0,0.167656454,494.0,20.032672065,1521.0,2.4018934911
87,ALCOHOL PREP PADS,ALCOHOL ANTISEPTIC PADS,135768,1458916.57,47843.0,30.493835462,19213041.0,0.0759336625,9305.0,13.369255239,38538.0,4.246677565
88,ALCOHOL PREP SWABS,ALCOHOL ANTISEPTIC PADS,6111,22495.26,2046.0,10.994750733,667502.0,0.0337006631,547.0,2.0916636197,1499.0,2.8103135424
89,ALCOHOL SWAB,ALCOHOL ANTISEPTIC PADS,2300,9487.45,1003.0,9.4590727817,251973.0,0.0376526453,237.0,8.2582278481,766.0,1.7808224543
90,ALCOHOL SWABS,ALCOHOL ANTISEPTIC PADS,125399,463837.55,44647.0,10.388997021,14219531.3,0.0326197496,7988.0,3.5400500751,36659.0,3.4305537521
91,ALCOHOL WIPES,ALCOHOL ANTISEPTIC PADS,1898,5692.81,593.0,9.6000168634,202098.0,0.0281685618,95.0,5.0410526316,498.0,3.2613855422
92,"ALCOHOL,DEHYDRATED",ETHYL ALCOHOL,20,1264.24,,,17193.4,0.5596621966,,,,
93,ALDACTAZIDE,SPIRONOLACT/HYDROCHLOROTHIAZID,4495,430285.11,1158.0,371.57608808,230755.0,1.901506896,798.0,212.35892231,360.0,19.845638889
94,ALDACTONE,SPIRONOLACTONE,3368,340742.05,837.0,407.09922342,214408.0,1.5377591809,617.0,212.97165316,220.0,13.288681818
95,ALDARA,IMIQUIMOD,962,277178.58,647.0,428.40584235,15862.0,17.474377758,434.0,103.37324885,213.0,6.2274647887
96,ALDURAZYME,LARONIDASE,21,807948.25,,,5160.0,156.57911822,,,,
97,ALENDRONATE SODIUM,ALENDRONATE SODIUM,8576145,109677977.68,1683573.0,65.145959029,55651381.321,2.0394312601,1067750.0,34.150945671,615823.0,5.7670081988
98,ALFUZOSIN HCL ER,ALFUZOSIN HCL,319238,20913512.38,69583.0,300.55491111,15813175.1,1.3225372038,55144.0,80.456573154,14439.0,7.7208677886
99,ALICLEN,SALICYLIC ACID,615,28665.89,347.0,82.610634006,114964.0,0.249346665,248.0,15.190766129,99.0,1.4042424242
100,ALI-FLEX,ACETAMINOPHEN/PHENYLTOLX,24,415.28,17.0,24.428235294,1398.0,0.2970529328,,,,
101,ALIMTA,PEMETREXED DISODIUM,1289,6252853.99,279.0,22411.663047,5627.0,1497.0470391,107.0,1849.681028,172.0,39.391162791
102,ALINIA,NITAZOXANIDE,3052,1204687.37,2468.0,488.12292139,92108.2,21.498369843,1513.0,97.66473232,955.0,5.5270471204
103,ALKERAN,MELPHALAN,406,83948.55,152.0,552.29309211,10250.0,8.190102439,96.0,163.98958333,56.0,17.855178571
104,ALLEGRA,FEXOFENADINE HCL,1433,96379.32,838.0,115.01112172,93721.6,1.8270552036,246.0,36.68597561,592.0,5.4179222973
105,ALLEGRA ODT,FEXOFENADINE HCL,15,1225.19,,,690.0,1.7756376812,,,,
106,ALLEGRA-D 12 HOUR,FEXOFENADINE/PSEUDOEPHEDRINE,652,62872.59,437.0,143.87320366,29744.0,2.1137906805,152.0,43.911973684,285.0,5.2559649123
107,ALLEGRA-D 24 HOUR,FEXOFENADINE/PSEUDOEPHEDRINE,998,126556.1,558.0,226.80304659,30064.0,4.2095562799,176.0,56.989375,382.0,7.2706806283
108,ALLOPURINOL,ALLOPURINOL,6758273,49632179.31,1281219.0,38.738247958,386954597.66,0.1295065045,869049.0,25.76399302,412170.0,6.4079463571
109,ALOCRIL,NEDOCROMIL SODIUM,4357,564202.24,1993.0,283.0919418,26405.0,21.367250142,1182.0,77.531379019,811.0,8.3050184957
110,ALOMIDE,LODOXAMIDE TROMETHAMINE,1361,164938.14,621.0,265.60086957,15188.0,10.859766921,351.0,132.35410256,270.0,6.5821111111
111,ALOQUIN,IODOQUINOL/ALOE POLYSACCHAR #1,87,13659.92,57.0,239.6477193,5341.0,2.5575585096,27.0,68.467037037,30.0,2.294
112,ALORA,ESTRADIOL,13011,1041391.08,2969.0,350.75482654,135930.0,7.6628466134,1840.0,235.73354348,1129.0,15.025279008
113,ALOXI,PALONOSETRON HCL,2147,1649998.27,607.0,2718.2838056,21145.0,78.032550012,238.0,294.54521008,369.0,9.7311653117
114,ALPHAGAN P,BRIMONIDINE TARTRATE,855802,110278123.64,203533.0,541.81937887,7301087.472,15.105355452,121315.0,177.24305782,82218.0,16.637417111
115,ALPRAZOLAM,ALPRAZOLAM,1437150,13117407.07,303600.0,43.206215646,94404358.4,0.138257823,245168.0,18.112206772,58432.0,13.205916792
116,ALPRAZOLAM ER,ALPRAZOLAM,9855,523225.42,2083.0,251.18839174,515481.0,1.0370832677,1752.0,51.13119863,331.0,36.975045317
117,ALPRAZOLAM INTENSOL,ALPRAZOLAM,51,4446.06,20.0,222.303,2055.0,2.1635328467,,,,
118,ALPRAZOLAM ODT,ALPRAZOLAM,1225,132907.06,499.0,266.34681363,82378.0,1.6147713401,438.0,28.21,61.0,21.024590164
119,ALPRAZOLAM XR,ALPRAZOLAM,4164,250310.15,1077.0,232.41425255,245953.0,1.0675230617,931.0,39.983050483,146.0,27.723013699
120,ALPROSTADIL,ALPROSTADIL,97,12271.63,51.0,240.62019608,670.25,18.309033943,,,,
121,ALREX,LOTEPREDNOL ETABONATE,96481,14891002.64,46386.0,321.02364162,629642.0,23.649951306,25363.0,81.849926665,21023.0,7.1223379156
122,ALSUMA,SUMATRIPTAN SUCCINATE,70,32417.73,38.0,853.09815789,202.5,160.08755556,,,,
123,ALTABAX,RETAPAMULIN,6749,857404.81,4615.0,185.78652438,139222.0,6.1585439801,2861.0,75.715774205,1754.0,5.7193101482
124,ALTACE,RAMIPRIL,14112,2339479.54,2869.0,815.43378878,858570.6,2.7189646517,2080.0,317.56264904,789.0,25.630114068
125,ALTAVERA,LEVONORGESTREL-ETHIN ESTRADIOL,2502,77858.26,561.0,138.78477718,94024.0,0.8280679401,50.0,51.539,511.0,4.9473581213
126,ALTOPREV,LOVASTATIN,4687,2877389.53,1177.0,2444.6809941,221573.0,12.986416098,758.0,327.63042216,419.0,19.532076372
127,ALVESCO,CICLESONIDE,22053,4936230.02,6448.0,765.54435794,189781.54,26.010320059,4562.0,237.81758878,1886.0,14.454273595
128,ALYACEN,NORETHINDRONE-ETHINYL ESTRAD,1758,53176.13,571.0,93.128073555,62972.0,0.8444268495,42.0,32.894285714,529.0,3.3280718336
129,ALZ-NAC,ACETYL/METHYL-B12/LMEFOLATE CA,552,52352.67,173.0,302.6165896,25205.0,2.0770747867,,,,
130,AMANTADINE,AMANTADINE HCL,367401,27841398.94,69785.0,398.95964663,31805218.834,1.0480706335,35086.0,77.652665736,34699.0,5.3605147122
131,AMARYL,GLIMEPIRIDE,9361,948628.69,2052.0,462.29468324,645772.1,1.4583957109,1318.0,198.51566009,734.0,17.761961853
132,AMBIEN,ZOLPIDEM TARTRATE,36956,8908457.47,7940.0,1121.9719736,1343719.0,6.6296561871,4449.0,267.27402562,3491.0,18.371458035
133,AMBIEN CR,ZOLPIDEM TARTRATE,48018,11202253.48,9233.0,1213.28425,1717490.7,6.5277952623,4924.0,297.13079001,4309.0,20.718008819
134,AMBISOME,AMPHOTERICIN B LIPOSOME,232,619997.88,57.0,10877.155789,61468.86,10.086373491,29.0,722.02758621,28.0,3.1642857143
135,AMCINONIDE,AMCINONIDE,7273,976531.13,3792.0,257.52403217,448814.0,2.1608551293,2771.0,23.133846987,1021.0,3.5536532811
136,AMERGE,NARATRIPTAN HCL,1006,379710.1,232.0,1636.6814655,12855.0,29.551665807,118.0,317.67449153,114.0,15.589122807
137,A-METHAPRED,METHYLPREDNISOLONE SOD SUCC,1649,19788.77,1233.0,16.049286294,4865.44,4.2037531115,200.0,7.52475,1033.0,0.3839593417
138,AMETHIA,L-NORGEST/E.ESTRADION-E.ESTRAD,1873,398401.46,917.0,434.46178844,170656.0,2.3345294628,74.0,166.16081081,843.0,3.1763345196
139,AMETHIA LO,L-NORGEST/E.ESTRADION-E.ESTRAD,247,51487.17,130.0,396.05515385,22477.0,2.2906602305,18.0,112.28277778,112.0,2.6167857143
140,AMETHYST,LEVONORGESTREL-ETHIN ESTRADIOL,1352,84404.77,265.0,318.50856604,48300.0,1.747510766,34.0,84.677647059,231.0,6.7703463203
141,AMICAR,AMINOCAPROIC ACID,555,249719.18,314.0,795.28401274,58824.0,4.7803492484,197.0,185.05959391,117.0,8.2098290598
142,AMIFOSTINE,AMIFOSTINE CRYSTALLINE,22,75148.87,11.0,6831.7154545,595.0,126.30062185,,,,
143,AMIKACIN SULFATE,AMIKACIN SULFATE,11949,756699.6,4797.0,157.74434021,967766.006,0.8357570298,838.0,85.398460621,3959.0,1.3450265218
144,AMILORIDE HCL,AMILORIDE HCL,72628,4384803.43,14370.0,305.13593807,4992242.5,0.8783234048,9437.0,80.236448024,4933.0,7.7510825056
145,AMILORIDE-HYDROCHLOROTHIAZIDE,AMILORIDE/HYDROCHLOROTHIAZIDE,119181,1387501.89,23112.0,60.033830478,6292253.0,0.220509552,17970.0,36.741760712,5142.0,8.8628704784
146,AMINOCAPROIC ACID,AMINOCAPROIC ACID,5201,1415459.45,2523.0,561.02237416,772171.0,2.0098964651,1780.0,60.105651685,743.0,5.2322476447
147,AMINOPHYLLINE,AMINOPHYLLINE,1277,9501.91,504.0,18.852996032,106292.5,0.0934032336,291.0,8.7280412371,213.0,3.495915493
148,AMINOSYN,PARENTERAL AMINO ACID 10% NO.2,13,1101.66,,,26090.0,0.0422253737,,,,
149,AMINOSYN II,PARENTERAL AMINO ACID 10% NO.1,48,3764.94,,,84531.9,0.0445386889,,,,
150,AMINOSYN II,PARENTERAL AMINO ACID 15% NO.2,138,8884.34,24.0,370.18083333,351490.6,0.0252761809,,,,
151,AMIODARONE HCL,AMIODARONE HCL,1850406,36877128.83,400585.0,92.058186977,85117315.305,0.4347799851,264179.0,37.193133557,136406.0,5.846372447
152,AMITIZA,LUBIPROSTONE,449951,114249172.3,104382.0,1094.5294428,27495210.167,4.1552997774,37422.0,191.98515526,66960.0,12.571173536
153,AMITRIPTYLINE HCL,AMITRIPTYLINE HCL,4174115,23448304.4,820702.0,28.571033579,232979397.08,0.1027725802,424875.0,19.85079115,395827.0,6.3348655347
154,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,30513070,311387481.99,5393486.0,57.733992818,1458535618.5,0.2139196184,3335108.0,29.861123106,2058378.0,6.8626630191
155,AMLODIPINE BESYLATE-BENAZEPRIL,AMLODIPINE BESYLATE/BENAZEPRIL,2837465,225866590.83,465597.0,485.111783,130850865.72,1.7354806478,298138.0,159.40632895,167459.0,14.221239706
156,AMLODIPINE-ATORVASTATIN,AMLODIPINE/ATORVASTATIN,128446,30856652.57,27995.0,1102.2201311,6535632.6,4.7345534405,20978.0,173.61670607,7017.0,14.162113439
157,AMMONIUM LACTATE,AMMONIUM LACTATE,667382,13857992.97,291485.0,47.542731084,199689051.81,0.0695311793,98369.0,9.7116410658,193116.0,1.7873248721
158,AMNESTEEM,ISOTRETINOIN,761,346671.99,305.0,1136.6294754,40113.0,8.9654788319,161.0,144.6573913,144.0,4.7667361111
159,AMOX TR-POTASSIUM CLAVULANATE,AMOXICILLIN/POTASSIUM CLAV,39170,923691.65,35675.0,25.891847232,817051.0,1.1550926265,18433.0,7.941080128,17242.0,1.402665584
160,AMOXAPINE,AMOXAPINE,14648,780114.97,2146.0,363.52048928,1049693.5,0.761047595,1164.0,87.604664948,982.0,10.836863544
161,AMOXICILLIN,AMOXICILLIN,4974076,28558253.92,3474177.0,8.2201493821,123999997.64,0.2476037111,2246736.0,5.6618197776,1227441.0,1.6356978869
162,AMOXICILLIN-CLAVULANATE POT ER,AMOXICILLIN/POTASSIUM CLAV,31134,3101784.44,25264.0,122.77487492,962576.0,3.222378742,16482.0,38.665210533,8782.0,2.5822739695
163,AMOXICILLIN-CLAVULANATE POTASS,AMOXICILLIN/POTASSIUM CLAV,2717453,66687960.43,2064114.0,32.308273879,59534536.868,1.2024041963,1221382.0,10.602132519,842732.0,1.7217765553
164,AMPHETAMINE SALT COMBO,DEXTROAMPHETAMINE/AMPHETAMINE,300,19893.42,164.0,121.30134146,18745.0,1.0604722251,48.0,34.07875,116.0,3.2284482759
165,AMPHOTERICIN B,AMPHOTERICIN B,1901,370182.47,808.0,458.14662129,398733.52,0.9283956613,528.0,97.158106061,280.0,8.8216785714
166,AMPICILLIN SODIUM,AMPICILLIN SODIUM,6590,1256283.07,1707.0,735.95961921,1414192.17,0.8974428267,739.0,248.50031123,968.0,4.3335743802
167,AMPICILLIN TRIHYDRATE,AMPICILLIN TRIHYDRATE,169242,1309078.05,119702.0,10.936141836,5359035.946,0.2536590565,61047.0,6.2643579537,58655.0,1.10200699
168,AMPICILLIN-SULBACTAM,AMPICILLIN SODIUM/SULBACTAM NA,7714,908904.1,2108.0,431.16892789,1659020.25,0.555499734,536.0,169.05337687,1572.0,4.0248664122
169,AMPYRA,DALFAMPRIDINE,46869,72345836.89,7599.0,9520.4417542,3225669.999,22.428158154,2427.0,836.96988875,5172.0,12.970699923
170,AMRIX,CYCLOBENZAPRINE HCL,4376,2556393.44,1285.0,1989.4112374,173775.0,14.709894858,517.0,221.99578337,768.0,12.401679688
171,AMTURNIDE,ALISKIREN/AMLODIPIN/HCTHIAZIDE,3500,430011.01,739.0,581.88228687,134266.0,3.2012640829,438.0,245.51609589,301.0,24.89923588
172,ANADROL-50,OXYMETHOLONE,214,405931.04,55.0,7380.5643636,14905.0,27.234554847,17.0,314.73352941,38.0,4.1315789474
173,ANAFRANIL,CLOMIPRAMINE HCL,488,549303.39,74.0,7423.0187838,45578.0,12.033963483,30.0,590.22366667,44.0,8.7472727273
174,ANAGRELIDE HCL,ANAGRELIDE HCL,45544,5577082.14,7672.0,726.93979927,4928623.0,1.1668001718,5655.0,91.546603006,2017.0,10.8257412
175,ANALPRAM HC,HYDROCORTISONE/PRAMOXINE,26,3168.78,22.0,144.03545455,1774.017,1.7862173812,,,,
176,ANAPROX,NAPROXEN SODIUM,42,9410.86,14.0,672.20428571,4031.0,2.334621682,,,,
