,drugname_brand,drugname_generic,claim_count,total_spending,user_count,total_spending_per_user,unit_count,unit_cost_wavg,user_count_non_lowincome,out_of_pocket_avg_non_lowincome,user_count_lowincome,out_of_pocket_avg_lowincome
23,ACETYLCYSTEINE,ACETYLCYSTEINE,25500,1373841.62,7633.0,179.98711123,1924030.076,0.6827141041,2510.0,38.077446215,5123.0,1.5477630295
24,ACIPHEX,RABEPRAZOLE SODIUM,36489,30821878.88,7200.0,4280.8165111,2211045.0,13.93996001,4859.0,485.94386088,2341.0,24.05061085
25,ACIPHEX SPRINKLE,RABEPRAZOLE SODIUM,85,57252.66,39.0,1468.0169231,4391.0,13.034604219,27.0,122.83222222,12.0,11.3375
26,ACITRETIN,ACITRETIN,34369,30933433.04,7971.0,3880.7468373,1287670.0,24.189027449,4502.0,482.43978676,3469.0,12.921011819
27,ACTEMRA,TOCILIZUMAB,17896,43506165.44,2925.0,14873.902715,119324.5,677.1472561,962.0,796.85701663,1963.0,18.302012226
28,ACTHIB,HAEMOPH B POLY CONJ-TET TOX/PF,679,26371.43,588.0,44.849370748,718.0,36.729011142,480.0,26.159416667,108.0,3.8083333333
29,ACTIGALL,URSODIOL,865,835932.32,190.0,4399.6437895,119153.0,7.0156212601,136.0,597.61066176,54.0,12.399444444
30,ACTIMMUNE,"INTERFERON GAMMA-1B,RECOMB.",505,24298651.79,62.0,391913.73855,3845.5,6318.7236484,33.0,11833.177576,29.0,26.400344828
31,ACTIQ,FENTANYL CITRATE,220,2781813.95,36.0,77272.609722,26861.0,100.81535054,12.0,1045.0533333,24.0,2.4541666667
32,ACTIVE OB,"PNV NO.66/IRON,CARBONYL/FA/DHA",12,1455.23,,,480.0,3.0317291667,,,,
33,ACTIVELLA,ESTRADIOL/NORETHINDRONE ACET,2373,654773.77,484.0,1352.8383678,98478.0,6.6696066984,408.0,447.00036765,76.0,20.723947368
34,ACTONEL,RISEDRONATE SODIUM,129892,45300074.56,39661.0,1142.1818552,797706.377,85.552646617,24298.0,250.69941065,15363.0,14.612160385
35,ACTOPLUS MET,PIOGLITAZONE HCL/METFORMIN HCL,1355,927246.26,322.0,2879.6467702,117072.0,7.919934127,185.0,396.40286486,137.0,12.917956204
36,ACTOPLUS MET XR,PIOGLITAZONE HCL/METFORMIN HCL,3356,2801788.81,878.0,3191.1034282,270702.0,11.27663463,678.0,316.47722714,200.0,12.3232
37,ACTOS,PIOGLITAZONE HCL,6764,4862952.8,1554.0,3129.3132561,332279.0,14.742006512,896.0,408.76397321,658.0,15.635653495
38,ACULAR,KETOROLAC TROMETHAMINE,451,105496.14,202.0,522.25811881,2991.0,35.271193581,124.0,108.31056452,78.0,8.5198717949
39,ACULAR LS,KETOROLAC TROMETHAMINE,573,127423.16,277.0,460.01140794,3421.0,37.247342882,166.0,145.52975904,111.0,4.8583783784
40,ACUVAIL,KETOROLAC TROMETHAMINE/PF,1655,520734.95,877.0,593.76847206,70525.0,7.3836930167,627.0,153.16172249,250.0,9.31068
41,ACYCLOVIR,ACYCLOVIR,1612409,69585492.93,640006.0,108.72631339,99452822.709,1.3879520008,427519.0,20.808948351,212487.0,2.6183165558
42,ACYCLOVIR SODIUM,ACYCLOVIR SODIUM,414,84820.06,167.0,507.9045509,129765.66,0.6563980031,73.0,109.6460274,94.0,1.5531914894
43,ACZONE,DAPSONE,4797,2003689.84,2573.0,778.73682083,270478.4,7.4079476956,1733.0,115.91818234,840.0,8.4115357143
44,ADACEL TDAP,"DIPH,PERTUSS(ACELL),TET VAC/PF",189822,10998965.2,188964.0,58.206670054,126052.182,87.246712669,145933.0,28.764954671,43031.0,3.5333908113
45,ADAGEN,PEGADEMASE BOVINE,13,1294159.17,,,468.0,2765.2973718,,,,
46,ADALAT CC,NIFEDIPINE,2285,271566.58,442.0,614.40402715,130264.0,2.1051956209,313.0,296.98891374,129.0,28.219147287
47,ADAPALENE,ADAPALENE,10174,1683619.54,5202.0,323.64850827,489730.0,3.4359526057,2487.0,55.785383997,2715.0,2.8060294659
48,ADCETRIS,BRENTUXIMAB VEDOTIN,15,208201.73,,,35.0,5948.6208571,,,,
49,ADCIRCA,TADALAFIL,83465,212505630.01,10653.0,19947.961139,5109163.0,41.593041759,6485.0,1818.1074032,4168.0,68.399964012
50,ADDERALL,DEXTROAMPHETAMINE/AMPHETAMINE,6286,2361567.68,1324.0,1783.6613897,482497.0,4.8944685458,343.0,395.64317784,981.0,11.36362895
51,ADDERALL XR,DEXTROAMPHETAMINE/AMPHETAMINE,26653,9167774.03,6047.0,1516.0863288,1597283.0,5.8167972507,2240.0,223.02916071,3807.0,15.569332808
52,ADEFOVIR DIPIVOXIL,ADEFOVIR DIPIVOXIL,6756,6916040.11,974.0,7100.6571971,239914.0,28.827163525,395.0,953.97744304,579.0,21.721398964
53,ADEMPAS,RIOCIGUAT,14188,114373947.39,1947.0,58743.681248,1223162.0,93.508605227,1290.0,3278.6242558,657.0,56.650898021
54,ADOXA,DOXYCYCLINE MONOHYDRATE,16,28166.98,,,600.0,46.944966667,,,,
55,ADRENALIN,EPINEPHRINE,150,900.85,134.0,6.722761194,1085.0,0.9362245703,96.0,4.4996875,38.0,1.4613157895
56,ADRUCIL,FLUOROURACIL,149,6138.02,46.0,133.43521739,144779.159,0.2823095005,31.0,42.43516129,15.0,0.6566666667
57,ADVAIR DISKUS,FLUTICASONE/SALMETEROL,5649301,2270015725.8,1321483.0,1717.7789845,430415878.26,5.2778746176,715348.0,288.45651027,606135.0,19.657043117
58,ADVAIR HFA,FLUTICASONE/SALMETEROL,397865,162068026.85,111407.0,1454.7382736,5758006.3,28.13993655,59394.0,243.6664525,52013.0,15.499334013
59,ADVANCED DNA MEDICATED COLLECT,LIDOCAINE HCL/GLYCERIN,16,10731.88,15.0,715.45866667,16.0,670.7425,,,,
60,ADVICOR,NIACIN/LOVASTATIN,13012,6240331.74,2976.0,2096.8856653,924600.0,6.7539066798,2785.0,357.8635763,191.0,30.279371728
61,ADVOCATE PEN NEEDLES,"PEN NEEDLE, DIABETIC",3592,220489.52,1292.0,170.65752322,530886.0,0.4155893953,360.0,49.956722222,932.0,5.4479935622
62,ADVOCATE SYRINGES,"SYRING W-NDL,DISP,INSUL,0.3 ML",1111,47999.14,454.0,105.72497797,118860.0,0.4071137927,221.0,13.461674208,233.0,3.4526609442
63,ADVOCATE SYRINGES,"SYRING W-NDL,DISP,INSUL,0.5 ML",2649,108176.02,863.0,125.34880649,260397.0,0.4153066713,448.0,14.658303571,415.0,4.7352048193
64,ADVOCATE SYRINGES,"SYRINGE AND NEEDLE,INSULIN,1ML",2260,101125.46,776.0,130.31631443,241603.0,0.4189198934,426.0,14.143685446,350.0,4.7678
65,AEROSPAN,FLUNISOLIDE,2798,568180.07,1391.0,408.46877786,29857.89,19.029478305,874.0,114.2012357,517.0,7.4441586074
66,AFEDITAB CR,NIFEDIPINE,52750,1688373.68,14368.0,117.50930401,2548577.0,0.6649271194,6506.0,48.304618813,7862.0,4.5915606716
67,AFINITOR,EVEROLIMUS,35964,393806655.94,7661.0,51404.079877,1036555.0,380.04815189,5072.0,3252.5821057,2589.0,94.999223638
68,AFINITOR DISPERZ,EVEROLIMUS,64,961772.45,22.0,43716.929545,2540.0,378.16776504,,,,
69,AFREZZA,"INSULIN REGULAR, HUMAN",2581,1044166.2,947.0,1102.6042239,371400.0,2.7790730199,468.0,225.80782051,479.0,7.8359498956
70,AGGRENOX,ASPIRIN/DIPYRIDAMOLE,504021,234269235.93,101411.0,2310.0968922,36556293.066,6.4084516312,58780.0,428.08865311,42631.0,25.159492857
71,AGRYLIN,ANAGRELIDE HCL,910,816809.52,471.0,1734.2028025,104224.0,7.8370578753,329.0,236.5643465,142.0,7.7828169014
72,AKNE-MYCIN,ERYTHROMYCIN BASE,15,1910.51,15.0,127.36733333,390.0,4.8987435897,,,,
73,AK-POLY-BAC,BACITRACIN/POLYMYXIN B SULFATE,7048,130880.15,4981.0,26.275878338,25827.0,5.0675707593,2773.0,11.833927155,2208.0,1.2077490942
74,AKTEN,LIDOCAINE HCL/PF,46,5619.53,36.0,156.09805556,199.0,28.238844221,24.0,63.503333333,12.0,4.4741666667
75,AKYNZEO,NETUPITANT/PALONOSETRON HCL,479,339150.41,174.0,1949.1402874,671.0,505.44025335,132.0,204.42984848,42.0,17.378095238
76,ALA-CORT,HYDROCORTISONE,25,867.21,23.0,37.704782609,3846.8,0.2254367266,,,,
77,ALA-SCALP,HYDROCORTISONE,99,33399.61,86.0,388.36755814,3381.6,9.8768659806,49.0,66.978163265,37.0,1.177027027
78,ALBENZA,ALBENDAZOLE,7217,10139273.51,5548.0,1827.5547062,81390.0,124.57640386,2409.0,128.3975467,3139.0,5.3049028353
79,ALBUMIN (HUMAN),ALBUMIN HUMAN,273,35665.3,18.0,1981.4055556,29752.0,1.2502080682,,,,
80,ALBUTEIN,ALBUMIN HUMAN,126,33058.76,19.0,1739.9347368,24013.0,1.3767026194,,,,
81,ALBUTEROL SULFATE,ALBUTEROL SULFATE,746444,30903409.45,244987.0,126.14305841,88434439.019,0.460960386,61492.0,29.734070611,183495.0,1.0594411292
82,ALCLOMETASONE DIPROPIONATE,ALCLOMETASONE DIPROPIONATE,39031,2405585.98,26608.0,90.40837267,1607162.1,1.4947479278,20945.0,28.625055622,5663.0,2.6066007417
83,ALCOHOL PADS,ALCOHOL ANTISEPTIC PADS,197974,6879783.25,62923.0,109.33654228,25713845.333,0.2675517085,9871.0,29.45098369,53052.0,4.5929414537
84,ALCOHOL PREP PADS,ALCOHOL ANTISEPTIC PADS,448838,20781020.04,170193.0,122.10267191,76520922.0,0.2715730482,44748.0,43.788865871,125445.0,5.936069114
85,ALCOHOL PREP SWABS,ALCOHOL ANTISEPTIC PADS,3720,18825.77,1115.0,16.884098655,406232.0,0.0463424102,244.0,1.9891393443,871.0,2.5907003444
86,ALCOHOL SWAB,ALCOHOL ANTISEPTIC PADS,13010,44100.61,4459.0,9.8902466921,1449608.0,0.0304224383,808.0,5.7470049505,3651.0,2.1967789647
87,ALCOHOL SWABS,ALCOHOL ANTISEPTIC PADS,74046,231302.86,34724.0,6.6611813155,9585116.2,0.0241314612,8668.0,3.1563497923,26056.0,2.0213133251
88,ALCOHOL WIPES,ALCOHOL ANTISEPTIC PADS,3524,13485.86,1080.0,12.486907407,390402.0,0.0345435218,129.0,4.611627907,951.0,3.0503470032
89,ALDACTAZIDE,SPIRONOLACT/HYDROCHLOROTHIAZID,2530,363444.03,717.0,506.89543933,139798.5,2.6236337639,598.0,211.91150502,119.0,19.696638655
90,ALDACTONE,SPIRONOLACTONE,3264,483565.23,806.0,599.95686104,220974.0,2.1279784071,638.0,205.64410658,168.0,13.499345238
91,ALDARA,IMIQUIMOD,184,186893.74,116.0,1611.152931,3162.0,59.106179633,70.0,214.21685714,46.0,10.583478261
92,ALDURAZYME,LARONIDASE,79,3142455.62,,,19241.0,163.32080557,,,,
93,ALECENSA,ALECTINIB HYDROCHLORIDE,11,129978.49,11.0,11816.226364,2520.0,51.578765873,,,,
94,ALENDRONATE SODIUM,ALENDRONATE SODIUM,7645282,66696223.06,1623504.0,41.081649974,57226469.327,1.2448651562,1045961.0,21.897206225,577543.0,4.8684460551
95,ALFUZOSIN HCL ER,ALFUZOSIN HCL,532190,11725742.5,123076.0,95.272372355,29749263.8,0.3941523588,104181.0,49.860137069,18895.0,6.5262487431
96,ALIMTA,PEMETREXED DISODIUM,1452,7135762.82,301.0,23706.853223,5122.0,2098.7236695,132.0,1721.1962879,169.0,36.477692308
97,ALINIA,NITAZOXANIDE,6237,4205621.23,4740.0,887.26186287,136848.0,36.033923499,3001.0,114.63237254,1739.0,4.4013743531
98,ALKERAN,MELPHALAN,434,128004.6,134.0,955.25820896,12311.0,10.397579401,92.0,244.07793478,42.0,4.739047619
99,ALLEGRA,FEXOFENADINE HCL,16,976.85,,,4680.0,0.2087286325,,,,
100,ALLEGRA-D 24 HOUR,FEXOFENADINE/PSEUDOEPHEDRINE,15,1491.6,12.0,124.3,355.0,4.2016901408,,,,
101,ALLOPURINOL,ALLOPURINOL,8413976,138408578.33,1696016.0,81.608061675,529115611.98,0.2661976094,1225811.0,34.33060564,470205.0,6.4417861996
102,ALMOTRIPTAN MALATE,ALMOTRIPTAN MALATE,1657,681689.41,739.0,922.44845737,22449.0,30.363624428,471.0,91.827282378,268.0,3.4530970149
103,ALOCRIL,NEDOCROMIL SODIUM,4151,804613.59,2001.0,402.10574213,24500.0,32.84137102,1306.0,74.334946401,695.0,7.6627194245
104,ALOMIDE,LODOXAMIDE TROMETHAMINE,949,160102.78,436.0,367.20821101,11880.0,13.476664983,266.0,147.8137594,170.0,6.2079411765
105,ALORA,ESTRADIOL,8283,874385.65,2194.0,398.53493619,96935.0,9.0141237029,1583.0,233.10902716,611.0,15.319296236
106,ALOSETRON HCL,ALOSETRON HCL,3339,5626231.54,1259.0,4468.8098014,201380.0,27.786766818,809.0,307.2307911,450.0,2.6567333333
107,ALOXI,PALONOSETRON HCL,2795,2298867.94,727.0,3162.129216,26953.0,85.291727823,333.0,312.11399399,394.0,10.395253807
108,ALPHAGAN P,BRIMONIDINE TARTRATE,906885,169598964.91,210028.0,807.50645109,7992703.823,21.268050448,134587.0,205.29410872,75441.0,17.564716401
109,ALPRAZOLAM,ALPRAZOLAM,14537700,103038055.35,2683042.0,38.403444803,958346785.86,0.1078948642,1651254.0,22.512820008,1031788.0,7.8157160386
110,ALPRAZOLAM ER,ALPRAZOLAM,57609,1742619.27,11836.0,147.2304216,2926514.0,0.6076199852,7061.0,67.002367937,4775.0,7.4053842932
111,ALPRAZOLAM INTENSOL,ALPRAZOLAM,797,97019.06,319.0,304.13498433,34914.0,2.778801054,106.0,96.168867925,213.0,1.3487793427
112,ALPRAZOLAM ODT,ALPRAZOLAM,7383,715612.82,2811.0,254.57588758,458651.0,1.531647116,1693.0,51.553922032,1118.0,4.1728443649
113,ALPRAZOLAM XR,ALPRAZOLAM,15735,515553.14,4166.0,123.75255401,909539.0,0.5839720995,2586.0,49.258569219,1580.0,6.9776139241
114,ALPROSTADIL,ALPROSTADIL,49,6661.35,26.0,256.20576923,412.0,16.168325243,,,,
115,ALREX,LOTEPREDNOL ETABONATE,58729,13725638.43,28237.0,486.08699331,380922.0,36.032674485,17727.0,103.30337056,10510.0,7.2497136061
116,ALTABAX,RETAPAMULIN,2150,482341.88,1421.0,339.4383392,50265.0,9.5959789118,944.0,83.506228814,477.0,5.7681761006
117,ALTACE,RAMIPRIL,11095,3064931.61,2185.0,1402.7146957,756888.0,4.0384394633,1798.0,357.38279755,387.0,30.816718346
118,ALTAVERA,LEVONORGESTREL-ETHIN ESTRADIOL,2182,53634.24,424.0,126.49584906,88228.0,0.6079049735,44.0,102.63022727,380.0,6.1541578947
119,ALTOPREV,LOVASTATIN,3410,3121232.04,888.0,3514.9009459,191474.0,16.300903377,612.0,284.37362745,276.0,15.757717391
120,ALVESCO,CICLESONIDE,21762,7448858.23,5600.0,1330.1532554,227060.5,32.805146056,4582.0,326.56886949,1018.0,16.58132613
121,ALYACEN,NORETHINDRONE-ETHINYL ESTRAD,4074,105234.91,761.0,138.28503285,158469.0,0.6654035973,83.0,87.732289157,678.0,6.0225516224
122,AMANTADINE,AMANTADINE HCL,477795,52378777.07,96210.0,544.42133947,45057703.734,1.3523620492,48823.0,136.72120722,47387.0,6.5481102412
123,AMARYL,GLIMEPIRIDE,7225,1454703.51,1534.0,948.30737288,579545.0,2.5386455459,1107.0,244.35858175,427.0,17.784824356
124,AMBIEN,ZOLPIDEM TARTRATE,28455,13646671.08,5920.0,2305.1809257,1044868.5,13.060657569,3696.0,339.22261093,2224.0,15.954217626
125,AMBIEN CR,ZOLPIDEM TARTRATE,23537,10263596.5,3965.0,2588.5489281,888377.0,11.599489689,2336.0,386.71593322,1629.0,25.473959484
126,AMBISOME,AMPHOTERICIN B LIPOSOME,459,818827.72,112.0,7310.9617857,32284.5,25.362874444,61.0,823.55295082,51.0,15.405294118
127,AMCINONIDE,AMCINONIDE,3533,1049675.61,1872.0,560.72415064,213972.0,4.9407593118,1309.0,58.397601222,563.0,3.8146714032
128,AMERGE,NARATRIPTAN HCL,768,503555.42,173.0,2910.7249711,11805.0,42.656743992,108.0,339.42953704,65.0,23.534307692
129,AMETHIA,L-NORGEST/E.ESTRADION-E.ESTRAD,2177,372984.59,905.0,412.13766851,198443.0,1.8795552879,83.0,192.63831325,822.0,3.6682360097
130,AMETHIA LO,L-NORGEST/E.ESTRADION-E.ESTRAD,403,67686.27,162.0,417.81648148,36939.0,1.8323795988,28.0,147.74285714,134.0,2.6297014925
131,AMETHYST,LEVONORGESTREL-ETHIN ESTRADIOL,1483,84957.36,256.0,331.8646875,55612.0,1.5276803568,42.0,115.4502381,214.0,6.890046729
132,AMICAR,AMINOCAPROIC ACID,613,1655539.36,384.0,4311.3004167,99475.698,17.423367311,222.0,288.9331982,162.0,2.6861111111
133,AMIFOSTINE,AMIFOSTINE CRYSTALLINE,24,67441.11,,,146.0,461.92541096,,,,
134,AMIKACIN SULFATE,AMIKACIN SULFATE,16577,1378332.23,5969.0,230.91509968,1416553.538,1.0164287857,1406.0,129.21864154,4563.0,1.9246877055
135,AMILORIDE HCL,AMILORIDE HCL,89607,4368043.86,18590.0,234.9673943,6615377.5,0.66028641,12969.0,82.274703524,5621.0,7.461119018
136,AMILORIDE-HYDROCHLOROTHIAZIDE,AMILORIDE/HYDROCHLOROTHIAZIDE,100064,2212647.81,21486.0,102.98090896,6006819.0,0.3683559984,17672.0,46.462410593,3814.0,8.796072365
137,AMINO ACIDS,PARENTERAL AMINO ACID 15% NO.1,366,32394.37,198.0,163.60792929,675437.03,0.0479606071,38.0,70.873421053,160.0,2.1869375
138,AMINOCAPROIC ACID,AMINOCAPROIC ACID,3856,2598822.97,1911.0,1359.9282941,523351.5,5.8341382003,1383.0,174.90973247,528.0,19.396647727
139,AMINOSYN,PARENTERAL AMINO ACID 10% NO.2,14,1861.32,,,36170.0,0.0514603262,,,,
140,AMINOSYN II,PARENTERAL AMINO ACID 10% NO.1,39,4551.2,,,177030.0,0.025708637,,,,
141,AMINOSYN II,PARENTERAL AMINO ACID 15% NO.2,295,20733.76,27.0,767.91703704,624307.36,0.033210821,,,,
142,AMIODARONE HCL,AMIODARONE HCL,2535450,54744668.02,577476.0,94.799901676,126432176.65,0.4496957156,412712.0,35.693943791,164764.0,6.0366050229
143,AMITIZA,LUBIPROSTONE,795132,239460866.62,180756.0,1324.7740967,45623740.75,5.2487049304,67891.0,181.13310336,112865.0,11.867494883
144,AMITRIPTYLINE HCL,AMITRIPTYLINE HCL,3918111,86221385.61,746899.0,115.43914989,226982670.13,0.4075502063,386033.0,54.858045996,360866.0,7.7343294464
145,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,38207654,264035801.26,7262513.0,36.355983288,2041371206.0,0.1293757103,4782153.0,20.73976548,2480360.0,5.8599317075
146,AMLODIPINE BESYLATE-BENAZEPRIL,AMLODIPINE BESYLATE/BENAZEPRIL,2318516,96080955.1,437606.0,219.56041531,129583191.93,0.744160279,320825.0,80.671037824,116781.0,10.00910482
147,AMLODIPINE-ATORVASTATIN,AMLODIPINE/ATORVASTATIN,137106,43087878.58,31028.0,1388.6772779,8459176.15,5.094238245,26858.0,129.82335803,4170.0,12.283635492
148,AMLODIPINE-VALSARTAN,AMLODIPINE/VALSARTAN,369249,54294600.41,80964.0,670.60175399,18256935.5,2.9798620898,52896.0,135.3421703,28068.0,10.218805401
149,AMLODIPINE-VALSARTAN-HCTZ,AMLODIPINE/VALSARTAN/HCTHIAZID,110887,23718580.16,26238.0,903.97820566,5398016.0,4.4035384597,16035.0,159.85929903,10203.0,10.543457807
150,AMMONIUM LACTATE,AMMONIUM LACTATE,869379,19447364.6,365549.0,53.200431679,266764240.14,0.0736547418,130916.0,15.137693712,234633.0,2.0179894985
151,AMNESTEEM,ISOTRETINOIN,1919,630570.47,666.0,946.80250751,86634.0,7.2581806809,380.0,192.14755263,286.0,7.7137762238
152,AMOX TR-POTASSIUM CLAVULANATE,AMOXICILLIN/POTASSIUM CLAV,6067,83131.82,5453.0,15.245153127,116526.0,0.7134186016,2315.0,6.8334989201,3138.0,1.0373804971
153,AMOXAPINE,AMOXAPINE,12946,817987.7,1980.0,413.12510101,961998.0,0.8713429598,1181.0,134.39019475,799.0,10.852102628
154,AMOXICILLIN,AMOXICILLIN,6709257,29514459.89,4677894.0,6.30934773,158915191.22,0.1968966283,3321986.0,4.5015086668,1355908.0,1.5454998348
155,AMOXICILLIN-CLAVULANATE POT ER,AMOXICILLIN/POTASSIUM CLAV,28433,2930963.95,23272.0,125.94379297,874826.0,3.3503393246,16312.0,43.302555174,6960.0,2.7766853448
156,AMOXICILLIN-CLAVULANATE POTASS,AMOXICILLIN/POTASSIUM CLAV,3952795,57130872.96,3025947.0,18.88032836,83880948.419,0.7113418746,1977517.0,9.8825805341,1048430.0,1.7931994601
157,AMPHOTERICIN B,AMPHOTERICIN B,1615,365685.84,563.0,649.53079929,473138.93,0.7728931542,375.0,159.46042667,188.0,5.0578723404
158,AMPICILLIN SODIUM,AMPICILLIN SODIUM,9957,1752159.98,2221.0,788.90588924,2465681.34,0.9883062528,1066.0,291.55984991,1155.0,5.1180692641
159,AMPICILLIN TRIHYDRATE,AMPICILLIN TRIHYDRATE,177722,1179558.27,126340.0,9.3363801646,5580871.55,0.2176635183,74361.0,5.9896663574,51979.0,1.1339060005
160,AMPICILLIN-SULBACTAM,AMPICILLIN SODIUM/SULBACTAM NA,11675,1431135.51,2830.0,505.70159364,2985099.379,0.558981089,873.0,199.37072165,1957.0,4.4696985181
161,AMPYRA,DALFAMPRIDINE,79256,176169737.33,12200.0,14440.142404,5817988.0,30.280182312,5424.0,986.25511431,6776.0,24.394439197
162,AMRIX,CYCLOBENZAPRINE HCL,7349,7540284.92,2425.0,3109.3958433,303676.0,24.842511897,975.0,208.58672821,1450.0,9.9628206897
163,AMTURNIDE,ALISKIREN/AMLODIPIN/HCTHIAZIDE,855,177367.62,269.0,659.35918216,37051.0,4.7799562516,207.0,195.74217391,62.0,21.013709677
164,ANADROL-50,OXYMETHOLONE,405,934082.35,72.0,12973.365972,25953.0,35.991305437,18.0,445.32055556,54.0,28.474074074
165,ANAFRANIL,CLOMIPRAMINE HCL,623,1691171.98,97.0,17434.76268,63597.0,26.556853959,46.0,601.54478261,51.0,38.459411765
166,ANAGRELIDE HCL,ANAGRELIDE HCL,45757,6905356.11,8132.0,849.15840015,4679581.0,1.5222973883,6285.0,130.67407955,1847.0,11.718294532
167,ANA-LEX,HYDROCORTISONE/LIDOCAINE/ALOE,87,25086.49,62.0,404.62080645,136.0,184.45948529,30.0,95.955,32.0,3.8721875
168,ANALPRAM HC,HYDROCORTISONE/PRAMOXINE,379,74033.11,271.0,273.18490775,18098.1,4.2632900246,178.0,77.335168539,93.0,2.097311828
169,ANAPROX,NAPROXEN SODIUM,22,5947.72,,,1999.0,2.9753476738,,,,
170,ANAPROX DS,NAPROXEN SODIUM,198,75739.65,69.0,1097.676087,16579.0,4.5684088304,43.0,157.03186047,26.0,10.311538462
171,ANASPAZ,HYOSCYAMINE SULFATE,726,12499.52,418.0,29.903157895,60030.0,0.2082212227,199.0,19.222361809,219.0,2.1735616438
172,ANASTROZOLE,ANASTROZOLE,1292360,23931450.1,255393.0,93.704408891,66580034.625,0.3594388353,194846.0,45.947486323,60547.0,7.9847475515
173,ANDRODERM,TESTOSTERONE,32246,15834945.47,8424.0,1879.7418649,1393517.0,11.505611341,5254.0,303.10227826,3170.0,15.344451104
